epoch (ms),time (06:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601970721668,2020-10-06T10:52:01.668,38.520,0.000,-0.259,0.351
1601970721688,2020-10-06T10:52:01.688,38.540,0.015,-0.549,0.259
1601970721708,2020-10-06T10:52:01.708,38.560,0.030,-0.732,0.335
1601970721728,2020-10-06T10:52:01.728,38.580,-0.030,-1.189,0.320
1601970721748,2020-10-06T10:52:01.748,38.600,0.030,-0.412,0.229
1601970721768,2020-10-06T10:52:01.768,38.620,-0.091,-1.174,0.351
1601970721788,2020-10-06T10:52:01.788,38.640,-0.183,-1.814,0.290
1601970721808,2020-10-06T10:52:01.808,38.660,0.259,-0.259,0.290
1601970721828,2020-10-06T10:52:01.828,38.680,0.595,1.494,0.305
1601970721848,2020-10-06T10:52:01.848,38.700,-0.061,-0.869,0.412
1601970721868,2020-10-06T10:52:01.868,38.720,-0.884,-3.841,0.503
1601970721888,2020-10-06T10:52:01.888,38.740,-0.229,-1.814,0.442
1601970721908,2020-10-06T10:52:01.908,38.760,0.930,2.195,0.213
1601970721928,2020-10-06T10:52:01.928,38.780,0.610,1.250,0.168
1601970721948,2020-10-06T10:52:01.948,38.800,-0.366,-2.073,0.320
1601970721968,2020-10-06T10:52:01.968,38.820,-0.198,-1.616,0.412
1601970721988,2020-10-06T10:52:01.988,38.840,0.000,-0.366,0.381
1601970722008,2020-10-06T10:52:02.008,38.860,0.122,-0.655,0.290
1601970722028,2020-10-06T10:52:02.028,38.880,0.137,-0.473,0.335
1601970722048,2020-10-06T10:52:02.048,38.900,0.152,-0.198,0.320
1601970722068,2020-10-06T10:52:02.068,38.920,-0.152,-1.387,0.351
1601970722088,2020-10-06T10:52:02.088,38.940,-0.366,-2.149,0.290
1601970722108,2020-10-06T10:52:02.108,38.960,0.229,0.396,0.274
1601970722128,2020-10-06T10:52:02.128,38.980,0.640,1.799,0.305
1601970722148,2020-10-06T10:52:02.148,39.000,-0.091,-1.372,0.412
1601970722168,2020-10-06T10:52:02.168,39.020,-0.503,-3.430,0.412
1601970722188,2020-10-06T10:52:02.188,39.040,0.046,-0.838,0.213
1601970722208,2020-10-06T10:52:02.208,39.060,0.762,2.088,0.107
1601970722228,2020-10-06T10:52:02.228,39.080,0.183,0.061,0.274
1601970722248,2020-10-06T10:52:02.248,39.100,-0.259,-1.936,0.351
1601970722268,2020-10-06T10:52:02.268,39.120,-0.061,-0.351,0.335
1601970722288,2020-10-06T10:52:02.288,39.140,0.274,0.229,0.335
1601970722308,2020-10-06T10:52:02.308,39.160,-0.030,-1.402,0.274
1601970722328,2020-10-06T10:52:02.328,39.180,-0.061,-1.463,0.274
1601970722348,2020-10-06T10:52:02.348,39.200,0.137,-0.122,0.320
1601970722368,2020-10-06T10:52:02.368,39.220,0.076,0.000,0.320
1601970722388,2020-10-06T10:52:02.388,39.240,-0.015,-0.625,0.335
1601970722408,2020-10-06T10:52:02.408,39.260,-0.091,-1.296,0.351
1601970722428,2020-10-06T10:52:02.428,39.280,-0.091,-1.052,0.335
1601970722448,2020-10-06T10:52:02.448,39.300,0.076,-0.168,0.229
1601970722468,2020-10-06T10:52:02.468,39.320,0.122,-0.152,0.259
1601970722488,2020-10-06T10:52:02.488,39.340,-0.015,-1.143,0.320
1601970722508,2020-10-06T10:52:02.508,39.360,-0.015,-0.991,0.305
1601970722528,2020-10-06T10:52:02.528,39.380,0.183,0.183,0.244
1601970722548,2020-10-06T10:52:02.548,39.400,0.015,-0.122,0.290
1601970722568,2020-10-06T10:52:02.568,39.420,0.000,-1.128,0.412
1601970722588,2020-10-06T10:52:02.588,39.440,0.061,-1.128,0.488
1601970722608,2020-10-06T10:52:02.608,39.460,0.351,0.107,0.518
1601970722628,2020-10-06T10:52:02.628,39.480,0.427,0.793,0.412
1601970722648,2020-10-06T10:52:02.648,39.500,0.000,-1.509,0.488
1601970722668,2020-10-06T10:52:02.668,39.520,-0.107,-1.555,0.366
1601970722688,2020-10-06T10:52:02.688,39.540,0.503,1.082,0.366
1601970722708,2020-10-06T10:52:02.708,39.560,0.655,2.043,0.412
1601970722728,2020-10-06T10:52:02.728,39.580,0.000,-0.640,0.488
1601970722748,2020-10-06T10:52:02.748,39.600,-0.412,-2.683,0.549
1601970722768,2020-10-06T10:52:02.768,39.620,-0.015,-0.838,0.335
1601970722788,2020-10-06T10:52:02.788,39.640,0.595,1.006,0.168
1601970722808,2020-10-06T10:52:02.808,39.660,0.107,-0.244,0.198
1601970722828,2020-10-06T10:52:02.828,39.680,-0.259,-1.692,0.305
1601970722848,2020-10-06T10:52:02.848,39.700,0.061,-0.579,0.381
1601970722868,2020-10-06T10:52:02.868,39.720,0.152,-0.320,0.305
1601970722888,2020-10-06T10:52:02.888,39.740,-0.107,-1.372,0.320
1601970722908,2020-10-06T10:52:02.908,39.760,-0.076,-0.793,0.351
1601970722928,2020-10-06T10:52:02.928,39.780,0.244,0.412,0.351
1601970722948,2020-10-06T10:52:02.948,39.800,0.015,-1.296,0.335
1601970722968,2020-10-06T10:52:02.968,39.820,-0.640,-3.765,0.335
1601970722988,2020-10-06T10:52:02.988,39.840,0.137,-0.701,0.274
1601970723008,2020-10-06T10:52:03.008,39.860,1.052,2.622,0.229
1601970723028,2020-10-06T10:52:03.028,39.880,-0.091,-0.808,0.198
1601970723048,2020-10-06T10:52:03.048,39.900,-0.518,-2.500,0.198
1601970723068,2020-10-06T10:52:03.068,39.920,0.381,0.549,0.183
1601970723088,2020-10-06T10:52:03.088,39.940,0.564,1.159,0.152
1601970723108,2020-10-06T10:52:03.108,39.960,0.015,-1.250,0.168
1601970723128,2020-10-06T10:52:03.128,39.980,-0.198,-1.677,0.290
1601970723148,2020-10-06T10:52:03.148,40.000,0.122,-0.518,0.320
1601970723168,2020-10-06T10:52:03.168,40.020,0.000,-0.747,0.274
1601970723188,2020-10-06T10:52:03.188,40.040,-0.061,-0.610,0.305
1601970723208,2020-10-06T10:52:03.208,40.060,0.320,0.335,0.305
1601970723228,2020-10-06T10:52:03.228,40.080,0.046,-0.396,0.305
1601970723248,2020-10-06T10:52:03.248,40.100,-0.198,-1.540,0.305
1601970723268,2020-10-06T10:52:03.268,40.120,-0.076,-0.640,0.335
1601970723288,2020-10-06T10:52:03.288,40.140,0.107,-0.320,0.320
1601970723308,2020-10-06T10:52:03.308,40.160,0.061,-0.716,0.366
1601970723328,2020-10-06T10:52:03.328,40.180,-0.015,-0.686,0.305
1601970723348,2020-10-06T10:52:03.348,40.200,0.152,-0.259,0.244
1601970723368,2020-10-06T10:52:03.368,40.220,0.168,-0.579,0.259
1601970723388,2020-10-06T10:52:03.388,40.240,-0.168,-1.951,0.335
1601970723408,2020-10-06T10:52:03.408,40.260,-0.061,-1.524,0.305
1601970723428,2020-10-06T10:52:03.428,40.280,0.229,0.137,0.274
1601970723448,2020-10-06T10:52:03.448,40.300,0.427,0.838,0.274
1601970723468,2020-10-06T10:52:03.468,40.320,-0.061,-1.296,0.366
1601970723488,2020-10-06T10:52:03.488,40.340,-0.366,-2.287,0.320
1601970723508,2020-10-06T10:52:03.508,40.360,0.107,0.198,0.305
1601970723528,2020-10-06T10:52:03.528,40.380,0.335,1.326,0.366
1601970723548,2020-10-06T10:52:03.548,40.400,-0.198,-1.265,0.518
1601970723568,2020-10-06T10:52:03.568,40.420,-0.747,-3.979,0.564
1601970723588,2020-10-06T10:52:03.588,40.440,-0.046,-1.921,0.366
1601970723608,2020-10-06T10:52:03.608,40.460,0.747,2.058,0.137
1601970723628,2020-10-06T10:52:03.628,40.480,0.457,1.082,0.091
1601970723648,2020-10-06T10:52:03.648,40.500,-0.198,-1.921,0.244
1601970723668,2020-10-06T10:52:03.668,40.520,-0.213,-1.540,0.305
1601970723688,2020-10-06T10:52:03.688,40.540,0.137,-0.457,0.259
1601970723708,2020-10-06T10:52:03.708,40.560,-0.152,-1.631,0.152
1601970723728,2020-10-06T10:52:03.728,40.580,-0.091,-0.686,-0.015
1601970723748,2020-10-06T10:52:03.748,40.600,0.488,1.296,0.076
1601970723768,2020-10-06T10:52:03.768,40.620,0.412,0.457,0.198
1601970723788,2020-10-06T10:52:03.788,40.640,-0.229,-1.646,0.229
1601970723808,2020-10-06T10:52:03.808,40.660,-0.518,-2.287,0.244
1601970723828,2020-10-06T10:52:03.828,40.680,0.137,0.838,0.213
1601970723848,2020-10-06T10:52:03.848,40.700,0.823,2.652,0.320
1601970723868,2020-10-06T10:52:03.868,40.720,-0.305,-2.348,0.335
1601970723888,2020-10-06T10:52:03.888,40.740,-0.869,-4.177,0.320
1601970723908,2020-10-06T10:52:03.908,40.760,0.427,0.960,0.320
1601970723928,2020-10-06T10:52:03.928,40.780,0.579,2.027,0.290
1601970723948,2020-10-06T10:52:03.948,40.800,-0.335,-1.784,0.305
1601970723968,2020-10-06T10:52:03.968,40.820,-0.335,-2.180,0.396
1601970723988,2020-10-06T10:52:03.988,40.840,0.168,-0.229,0.427
1601970724008,2020-10-06T10:52:04.008,40.860,-0.061,-0.945,0.366
1601970724028,2020-10-06T10:52:04.028,40.880,-0.351,-1.677,0.396
1601970724048,2020-10-06T10:52:04.048,40.900,0.046,-0.168,0.396
1601970724068,2020-10-06T10:52:04.068,40.920,0.137,-0.152,0.290
1601970724088,2020-10-06T10:52:04.088,40.940,-0.046,-1.082,0.290
1601970724108,2020-10-06T10:52:04.108,40.960,-0.046,-0.991,0.381
1601970724128,2020-10-06T10:52:04.128,40.980,-0.061,-0.549,0.351
1601970724148,2020-10-06T10:52:04.148,41.000,-0.061,-0.732,0.351
1601970724168,2020-10-06T10:52:04.168,41.020,-0.152,-1.692,0.290
1601970724188,2020-10-06T10:52:04.188,41.040,0.076,-1.143,0.198
1601970724208,2020-10-06T10:52:04.208,41.060,0.396,0.747,0.183
1601970724228,2020-10-06T10:52:04.228,41.080,0.290,0.777,0.229
1601970724248,2020-10-06T10:52:04.248,41.100,-0.320,-2.119,0.305
1601970724268,2020-10-06T10:52:04.268,41.120,-0.213,-1.799,0.274
1601970724288,2020-10-06T10:52:04.288,41.140,0.335,0.716,0.366
1601970724308,2020-10-06T10:52:04.308,41.160,0.274,0.259,0.473
1601970724328,2020-10-06T10:52:04.328,41.180,-0.503,-1.799,0.518
1601970724348,2020-10-06T10:52:04.348,41.200,-0.396,-2.134,0.503
1601970724368,2020-10-06T10:52:04.368,41.220,0.107,-0.595,0.335
1601970724388,2020-10-06T10:52:04.388,41.240,0.442,0.625,0.183
1601970724408,2020-10-06T10:52:04.408,41.260,0.183,-0.488,0.259
1601970724428,2020-10-06T10:52:04.428,41.280,-0.107,-1.387,0.427
1601970724448,2020-10-06T10:52:04.448,41.300,-0.213,-1.250,0.381
1601970724468,2020-10-06T10:52:04.468,41.320,-0.137,-0.915,0.320
1601970724488,2020-10-06T10:52:04.488,41.340,0.091,-0.137,0.305
1601970724508,2020-10-06T10:52:04.508,41.360,0.198,0.183,0.320
1601970724528,2020-10-06T10:52:04.528,41.380,0.046,-0.366,0.412
1601970724548,2020-10-06T10:52:04.548,41.400,-0.244,-0.991,0.412
1601970724568,2020-10-06T10:52:04.568,41.420,-0.366,-1.616,0.457
1601970724588,2020-10-06T10:52:04.588,41.440,0.168,-0.595,0.427
1601970724608,2020-10-06T10:52:04.608,41.460,0.412,0.564,0.320
1601970724628,2020-10-06T10:52:04.628,41.480,-0.091,-0.549,0.259
1601970724648,2020-10-06T10:52:04.648,41.500,-0.503,-2.470,0.335
1601970724668,2020-10-06T10:52:04.668,41.520,-0.015,-1.113,0.305
1601970724688,2020-10-06T10:52:04.688,41.540,0.473,0.960,0.229
1601970724708,2020-10-06T10:52:04.708,41.560,0.015,-0.061,0.213
1601970724728,2020-10-06T10:52:04.728,41.580,-0.274,-1.067,0.335
1601970724748,2020-10-06T10:52:04.748,41.600,0.122,-0.473,0.396
1601970724768,2020-10-06T10:52:04.768,41.620,0.107,-0.564,0.396
1601970724788,2020-10-06T10:52:04.788,41.640,-0.183,-1.204,0.290
1601970724808,2020-10-06T10:52:04.808,41.660,-0.091,-0.655,0.320
1601970724828,2020-10-06T10:52:04.828,41.680,0.290,0.595,0.274
1601970724848,2020-10-06T10:52:04.848,41.700,0.244,-0.671,0.274
1601970724868,2020-10-06T10:52:04.868,41.720,-0.274,-2.668,0.305
1601970724888,2020-10-06T10:52:04.888,41.740,-0.091,-1.418,0.351
1601970724908,2020-10-06T10:52:04.908,41.760,0.244,0.518,0.320
1601970724928,2020-10-06T10:52:04.928,41.780,0.168,0.244,0.290
1601970724948,2020-10-06T10:52:04.948,41.800,-0.076,-0.396,0.259
1601970724968,2020-10-06T10:52:04.968,41.820,0.046,-0.473,0.320
1601970724988,2020-10-06T10:52:04.988,41.840,0.015,-0.960,0.351
1601970725008,2020-10-06T10:52:05.008,41.860,-0.152,-1.738,0.320
1601970725028,2020-10-06T10:52:05.028,41.880,-0.015,-1.372,0.381
1601970725048,2020-10-06T10:52:05.048,41.900,0.290,0.198,0.198
1601970725068,2020-10-06T10:52:05.068,41.920,0.046,-0.976,0.290
1601970725088,2020-10-06T10:52:05.088,41.940,-0.183,-2.271,0.259
1601970725108,2020-10-06T10:52:05.108,41.960,-0.015,-0.640,0.229
1601970725128,2020-10-06T10:52:05.128,41.980,0.488,1.753,0.335
1601970725148,2020-10-06T10:52:05.148,42.000,0.152,0.686,0.396
1601970725168,2020-10-06T10:52:05.168,42.020,-0.534,-2.546,0.427
1601970725188,2020-10-06T10:52:05.188,42.040,-0.183,-1.890,0.335
1601970725208,2020-10-06T10:52:05.208,42.060,0.640,1.204,0.198
1601970725228,2020-10-06T10:52:05.228,42.080,0.412,0.518,0.198
1601970725248,2020-10-06T10:52:05.248,42.100,-0.351,-2.058,0.305
1601970725268,2020-10-06T10:52:05.268,42.120,-0.305,-1.113,0.320
1601970725288,2020-10-06T10:52:05.288,42.140,0.396,0.716,0.290
1601970725308,2020-10-06T10:52:05.308,42.160,-0.076,-0.960,0.366
1601970725328,2020-10-06T10:52:05.328,42.180,-0.137,-1.021,0.351
1601970725348,2020-10-06T10:52:05.348,42.200,0.518,1.646,0.366
1601970725368,2020-10-06T10:52:05.368,42.220,0.198,-0.137,0.427
1601970725388,2020-10-06T10:52:05.388,42.240,-0.854,-3.780,0.381
1601970725408,2020-10-06T10:52:05.408,42.260,-0.061,-0.549,0.351
1601970725428,2020-10-06T10:52:05.428,42.280,1.174,3.918,0.305
1601970725448,2020-10-06T10:52:05.448,42.300,-0.137,-0.640,0.335
1601970725468,2020-10-06T10:52:05.468,42.320,-1.037,-4.497,0.396
1601970725488,2020-10-06T10:52:05.488,42.340,0.076,-0.549,0.366
1601970725508,2020-10-06T10:52:05.508,42.360,0.930,2.302,0.198
1601970725528,2020-10-06T10:52:05.528,42.380,0.168,0.290,0.137
1601970725548,2020-10-06T10:52:05.548,42.400,-0.213,-1.768,0.320
1601970725568,2020-10-06T10:52:05.568,42.420,-0.076,-1.113,0.473
1601970725588,2020-10-06T10:52:05.588,42.440,0.046,-0.015,0.366
1601970725608,2020-10-06T10:52:05.608,42.460,-0.061,-0.716,0.290
1601970725628,2020-10-06T10:52:05.628,42.480,-0.030,-1.021,0.305
1601970725648,2020-10-06T10:52:05.648,42.500,0.274,-0.305,0.320
1601970725668,2020-10-06T10:52:05.668,42.520,0.015,-0.518,0.320
1601970725688,2020-10-06T10:52:05.688,42.540,-0.198,-1.189,0.412
1601970725708,2020-10-06T10:52:05.708,42.560,-0.091,-0.716,0.351
1601970725728,2020-10-06T10:52:05.728,42.580,0.122,0.213,0.305
1601970725748,2020-10-06T10:52:05.748,42.600,0.213,0.046,0.274
1601970725768,2020-10-06T10:52:05.768,42.620,0.061,-0.899,0.290
1601970725788,2020-10-06T10:52:05.788,42.640,-0.183,-1.646,0.412
1601970725808,2020-10-06T10:52:05.808,42.660,-0.091,-0.701,0.396
1601970725828,2020-10-06T10:52:05.828,42.680,0.290,0.564,0.274
1601970725848,2020-10-06T10:52:05.848,42.700,0.046,-0.183,0.274
1601970725868,2020-10-06T10:52:05.868,42.720,0.091,-0.960,0.305
1601970725888,2020-10-06T10:52:05.888,42.740,0.290,-0.473,0.335
1601970725908,2020-10-06T10:52:05.908,42.760,0.122,-0.823,0.320
1601970725928,2020-10-06T10:52:05.928,42.780,-0.046,-1.052,0.305
1601970725948,2020-10-06T10:52:05.948,42.800,0.046,-0.976,0.366
1601970725968,2020-10-06T10:52:05.968,42.820,0.213,-0.259,0.320
1601970725988,2020-10-06T10:52:05.988,42.840,0.091,-0.518,0.335
1601970726008,2020-10-06T10:52:06.008,42.860,-0.015,-0.579,0.427
1601970726028,2020-10-06T10:52:06.028,42.880,0.061,-0.122,0.503
1601970726048,2020-10-06T10:52:06.048,42.900,-0.229,-1.875,0.488
1601970726068,2020-10-06T10:52:06.068,42.920,-0.015,-2.012,0.335
1601970726088,2020-10-06T10:52:06.088,42.940,0.579,0.808,0.229
1601970726108,2020-10-06T10:52:06.108,42.960,0.305,0.595,0.229
1601970726128,2020-10-06T10:52:06.128,42.980,-0.168,-1.372,0.351
1601970726148,2020-10-06T10:52:06.148,43.000,-0.107,-1.540,0.442
1601970726168,2020-10-06T10:52:06.168,43.020,0.030,-1.204,0.412
1601970726188,2020-10-06T10:52:06.188,43.040,0.061,-0.762,0.305
1601970726208,2020-10-06T10:52:06.208,43.060,0.213,0.427,0.366
1601970726228,2020-10-06T10:52:06.228,43.080,0.168,-0.244,0.335
1601970726248,2020-10-06T10:52:06.248,43.100,-0.107,-1.418,0.320
1601970726268,2020-10-06T10:52:06.268,43.120,-0.061,-1.341,0.320
1601970726288,2020-10-06T10:52:06.288,43.140,0.076,-0.732,0.335
1601970726308,2020-10-06T10:52:06.308,43.160,0.198,0.305,0.351
1601970726328,2020-10-06T10:52:06.328,43.180,0.076,-0.244,0.290
1601970726348,2020-10-06T10:52:06.348,43.200,-0.290,-1.921,0.305
1601970726368,2020-10-06T10:52:06.368,43.220,0.183,-0.762,0.244
1601970726388,2020-10-06T10:52:06.388,43.240,0.549,0.838,0.244
1601970726408,2020-10-06T10:52:06.408,43.260,0.061,-0.655,0.244
1601970726428,2020-10-06T10:52:06.428,43.280,-0.320,-2.424,0.396
1601970726448,2020-10-06T10:52:06.448,43.300,0.015,-1.128,0.366
1601970726468,2020-10-06T10:52:06.468,43.320,0.473,1.021,0.335
1601970726488,2020-10-06T10:52:06.488,43.340,0.107,-0.381,0.335
1601970726508,2020-10-06T10:52:06.508,43.360,-0.305,-2.012,0.335
1601970726528,2020-10-06T10:52:06.528,43.380,0.091,-0.808,0.351
1601970726548,2020-10-06T10:52:06.548,43.400,0.396,-0.152,0.290
1601970726568,2020-10-06T10:52:06.568,43.420,-0.030,-1.723,0.351
1601970726588,2020-10-06T10:52:06.588,43.440,-0.122,-1.753,0.320
1601970726608,2020-10-06T10:52:06.608,43.460,0.198,-0.061,0.351
1601970726628,2020-10-06T10:52:06.628,43.480,0.259,0.213,0.259
1601970726648,2020-10-06T10:52:06.648,43.500,0.091,-0.457,0.290
1601970726668,2020-10-06T10:52:06.668,43.520,-0.122,-1.265,0.351
1601970726688,2020-10-06T10:52:06.688,43.540,-0.168,-1.662,0.351
1601970726708,2020-10-06T10:52:06.708,43.560,0.198,-0.747,0.320
1601970726728,2020-10-06T10:52:06.728,43.580,0.366,0.000,0.290
1601970726748,2020-10-06T10:52:06.748,43.600,0.122,-0.274,0.244
1601970726768,2020-10-06T10:52:06.768,43.620,-0.061,-1.494,0.305
1601970726788,2020-10-06T10:52:06.788,43.640,-0.061,-1.189,0.259
1601970726808,2020-10-06T10:52:06.808,43.660,0.320,0.655,0.213
1601970726828,2020-10-06T10:52:06.828,43.680,0.305,0.473,0.335
1601970726848,2020-10-06T10:52:06.848,43.700,-0.137,-1.890,0.473
1601970726868,2020-10-06T10:52:06.868,43.720,-0.442,-3.003,0.442
1601970726888,2020-10-06T10:52:06.888,43.740,-0.015,-0.884,0.229
1601970726908,2020-10-06T10:52:06.908,43.760,0.701,2.165,0.091
1601970726928,2020-10-06T10:52:06.928,43.780,0.412,1.723,0.061
1601970726948,2020-10-06T10:52:06.948,43.800,-0.259,-0.686,0.290
1601970726968,2020-10-06T10:52:06.968,43.820,-0.137,-0.915,0.442
1601970726988,2020-10-06T10:52:06.988,43.840,-0.122,-0.183,0.427
1601970727008,2020-10-06T10:52:07.008,43.860,-0.152,-1.113,0.351
1601970727028,2020-10-06T10:52:07.028,43.880,-0.107,-1.448,0.274
1601970727048,2020-10-06T10:52:07.048,43.900,0.229,0.137,0.274
1601970727068,2020-10-06T10:52:07.068,43.920,0.305,-0.015,0.381
1601970727088,2020-10-06T10:52:07.088,43.940,-0.351,-2.546,0.381
1601970727108,2020-10-06T10:52:07.108,43.960,-0.335,-1.997,0.335
1601970727128,2020-10-06T10:52:07.128,43.980,0.381,1.463,0.259
1601970727148,2020-10-06T10:52:07.148,44.000,0.427,1.265,0.290
1601970727168,2020-10-06T10:52:07.168,44.020,-0.610,-2.851,0.320
1601970727188,2020-10-06T10:52:07.188,44.040,-0.442,-2.851,0.320
1601970727208,2020-10-06T10:52:07.208,44.060,0.549,0.991,0.229
1601970727228,2020-10-06T10:52:07.228,44.080,0.488,0.838,0.213
1601970727248,2020-10-06T10:52:07.248,44.100,-0.229,-1.982,0.320
1601970727268,2020-10-06T10:52:07.268,44.120,-0.259,-1.601,0.381
1601970727288,2020-10-06T10:52:07.288,44.140,0.213,-0.076,0.457
1601970727308,2020-10-06T10:52:07.308,44.160,-0.152,-0.793,0.381
1601970727328,2020-10-06T10:52:07.328,44.180,-0.152,-1.174,0.381
1601970727348,2020-10-06T10:52:07.348,44.200,-0.046,-0.991,0.335
1601970727368,2020-10-06T10:52:07.368,44.220,0.061,-0.518,0.290
1601970727388,2020-10-06T10:52:07.388,44.240,0.122,-0.046,0.412
1601970727408,2020-10-06T10:52:07.408,44.260,-0.076,-0.991,0.366
1601970727428,2020-10-06T10:52:07.428,44.280,-0.168,-1.204,0.335
1601970727448,2020-10-06T10:52:07.448,44.300,0.076,-0.305,0.320
1601970727468,2020-10-06T10:52:07.468,44.320,0.137,-0.762,0.305
1601970727488,2020-10-06T10:52:07.488,44.340,-0.046,-1.509,0.351
1601970727508,2020-10-06T10:52:07.508,44.360,0.000,-0.899,0.351
1601970727528,2020-10-06T10:52:07.528,44.380,-0.015,-0.534,0.381
1601970727548,2020-10-06T10:52:07.548,44.400,-0.061,-1.280,0.320
1601970727568,2020-10-06T10:52:07.568,44.420,0.168,-0.137,0.259
1601970727588,2020-10-06T10:52:07.588,44.440,0.244,0.564,0.305
1601970727608,2020-10-06T10:52:07.608,44.460,-0.061,-0.640,0.457
1601970727628,2020-10-06T10:52:07.628,44.480,-0.335,-1.692,0.503
1601970727648,2020-10-06T10:52:07.648,44.500,-0.274,-2.226,0.396
1601970727668,2020-10-06T10:52:07.668,44.520,0.213,-0.716,0.183
1601970727688,2020-10-06T10:52:07.688,44.540,0.503,1.189,0.137
1601970727708,2020-10-06T10:52:07.708,44.560,0.259,-0.015,0.244
1601970727728,2020-10-06T10:52:07.728,44.580,-0.320,-2.058,0.335
1601970727748,2020-10-06T10:52:07.748,44.600,-0.259,-1.829,0.396
1601970727768,2020-10-06T10:52:07.768,44.620,-0.122,-0.625,0.351
1601970727788,2020-10-06T10:52:07.788,44.640,0.137,0.229,0.320
1601970727808,2020-10-06T10:52:07.808,44.660,0.198,0.244,0.320
1601970727828,2020-10-06T10:52:07.828,44.680,-0.152,-0.610,0.412
1601970727848,2020-10-06T10:52:07.848,44.700,-0.274,-1.341,0.381
1601970727868,2020-10-06T10:52:07.868,44.720,-0.122,-1.463,0.351
1601970727888,2020-10-06T10:52:07.888,44.740,0.213,0.381,0.244
1601970727908,2020-10-06T10:52:07.908,44.760,0.320,1.280,0.274
1601970727928,2020-10-06T10:52:07.928,44.780,-0.305,-1.250,0.351
1601970727948,2020-10-06T10:52:07.948,44.800,-0.518,-2.652,0.320
1601970727968,2020-10-06T10:52:07.968,44.820,0.213,-0.244,0.229
1601970727988,2020-10-06T10:52:07.988,44.840,0.503,1.707,0.183
1601970728008,2020-10-06T10:52:08.008,44.860,0.046,-0.030,0.244
1601970728028,2020-10-06T10:52:08.028,44.880,-0.366,-1.890,0.366
1601970728048,2020-10-06T10:52:08.048,44.900,0.076,-0.168,0.366
1601970728068,2020-10-06T10:52:08.068,44.920,0.396,0.747,0.351
1601970728088,2020-10-06T10:52:08.088,44.940,-0.107,-1.433,0.351
1601970728108,2020-10-06T10:52:08.108,44.960,-0.244,-1.814,0.335
1601970728128,2020-10-06T10:52:08.128,44.980,0.168,0.183,0.305
1601970728148,2020-10-06T10:52:08.148,45.000,0.076,-0.107,0.381
1601970728168,2020-10-06T10:52:08.168,45.020,-0.274,-1.784,0.366
1601970728188,2020-10-06T10:52:08.188,45.040,0.015,-0.716,0.335
1601970728208,2020-10-06T10:52:08.208,45.060,0.122,0.229,0.320
1601970728228,2020-10-06T10:52:08.228,45.080,-0.229,-0.655,0.457
1601970728248,2020-10-06T10:52:08.248,45.100,-0.168,-0.595,0.488
1601970728268,2020-10-06T10:52:08.268,45.120,-0.274,-0.625,0.549
1601970728288,2020-10-06T10:52:08.288,45.140,-0.259,-1.296,0.518
1601970728308,2020-10-06T10:52:08.308,45.160,0.061,-1.113,0.381
1601970728328,2020-10-06T10:52:08.328,45.180,0.168,-0.930,0.213
1601970728348,2020-10-06T10:52:08.348,45.200,0.549,0.290,-0.030
1601970728368,2020-10-06T10:52:08.368,45.220,0.701,1.280,-0.122
1601970728388,2020-10-06T10:52:08.388,45.240,0.442,-0.122,-0.137
