epoch (ms),time (06:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601970714388,2020-10-06T10:51:54.388,31.240,-0.427,-2.180,0.457
1601970714408,2020-10-06T10:51:54.408,31.260,-0.107,-1.006,0.366
1601970714428,2020-10-06T10:51:54.428,31.280,0.305,0.412,0.213
1601970714448,2020-10-06T10:51:54.448,31.300,0.213,-0.122,0.152
1601970714468,2020-10-06T10:51:54.468,31.320,0.198,0.061,0.213
1601970714488,2020-10-06T10:51:54.488,31.340,0.168,0.061,0.381
1601970714508,2020-10-06T10:51:54.508,31.360,-0.290,-2.073,0.412
1601970714528,2020-10-06T10:51:54.528,31.380,-0.320,-2.210,0.381
1601970714548,2020-10-06T10:51:54.548,31.400,0.091,-0.137,0.320
1601970714568,2020-10-06T10:51:54.568,31.420,0.198,0.320,0.259
1601970714588,2020-10-06T10:51:54.588,31.440,0.152,-0.259,0.274
1601970714608,2020-10-06T10:51:54.608,31.460,-0.168,-0.854,0.259
1601970714628,2020-10-06T10:51:54.628,31.480,-0.046,-1.326,0.335
1601970714648,2020-10-06T10:51:54.648,31.500,0.198,0.198,0.320
1601970714668,2020-10-06T10:51:54.668,31.520,0.198,0.686,0.290
1601970714688,2020-10-06T10:51:54.688,31.540,-0.412,-1.662,0.381
1601970714708,2020-10-06T10:51:54.708,31.560,-0.442,-2.241,0.335
1601970714728,2020-10-06T10:51:54.728,31.580,0.305,-0.015,0.290
1601970714748,2020-10-06T10:51:54.748,31.600,0.366,0.152,0.198
1601970714768,2020-10-06T10:51:54.768,31.620,-0.107,-1.402,0.244
1601970714788,2020-10-06T10:51:54.788,31.640,-0.107,-0.991,0.366
1601970714808,2020-10-06T10:51:54.808,31.660,0.137,0.610,0.381
1601970714828,2020-10-06T10:51:54.828,31.680,-0.061,-0.747,0.335
1601970714848,2020-10-06T10:51:54.848,31.700,-0.320,-2.165,0.366
1601970714868,2020-10-06T10:51:54.868,31.720,0.076,-0.046,0.290
1601970714888,2020-10-06T10:51:54.888,31.740,0.320,1.128,0.274
1601970714908,2020-10-06T10:51:54.908,31.760,-0.030,-0.686,0.305
1601970714928,2020-10-06T10:51:54.928,31.780,-0.168,-1.463,0.320
1601970714948,2020-10-06T10:51:54.948,31.800,0.000,-0.854,0.335
1601970714968,2020-10-06T10:51:54.968,31.820,0.000,-1.006,0.335
1601970714988,2020-10-06T10:51:54.988,31.840,-0.061,-1.082,0.335
1601970715008,2020-10-06T10:51:55.008,31.860,0.122,0.030,0.305
1601970715028,2020-10-06T10:51:55.028,31.880,0.168,0.457,0.259
1601970715048,2020-10-06T10:51:55.048,31.900,0.030,-0.854,0.305
1601970715068,2020-10-06T10:51:55.068,31.920,-0.030,-1.570,0.366
1601970715088,2020-10-06T10:51:55.088,31.940,-0.091,-1.021,0.412
1601970715108,2020-10-06T10:51:55.108,31.960,0.030,-0.381,0.366
1601970715128,2020-10-06T10:51:55.128,31.980,0.290,1.113,0.259
1601970715148,2020-10-06T10:51:55.148,32.000,0.137,-0.381,0.290
1601970715168,2020-10-06T10:51:55.168,32.020,-0.229,-1.174,0.137
1601970715188,2020-10-06T10:51:55.188,32.040,0.046,-0.488,0.320
1601970715208,2020-10-06T10:51:55.208,32.060,-0.091,-0.716,0.457
1601970715228,2020-10-06T10:51:55.228,32.080,-0.198,-0.838,0.442
1601970715248,2020-10-06T10:51:55.248,32.100,0.030,-0.671,0.427
1601970715268,2020-10-06T10:51:55.268,32.120,0.091,-0.793,0.290
1601970715288,2020-10-06T10:51:55.288,32.140,0.030,-0.854,0.198
1601970715308,2020-10-06T10:51:55.308,32.160,0.229,0.549,0.183
1601970715328,2020-10-06T10:51:55.328,32.180,0.381,0.884,0.213
1601970715348,2020-10-06T10:51:55.348,32.200,-0.183,-1.250,0.442
1601970715368,2020-10-06T10:51:55.368,32.220,-0.457,-2.470,0.457
1601970715388,2020-10-06T10:51:55.388,32.240,0.076,-0.488,0.366
1601970715408,2020-10-06T10:51:55.408,32.260,0.259,0.351,0.290
1601970715428,2020-10-06T10:51:55.428,32.280,-0.076,-0.503,0.305
1601970715448,2020-10-06T10:51:55.448,32.300,0.015,-0.838,0.320
1601970715468,2020-10-06T10:51:55.468,32.320,-0.076,-1.357,0.290
1601970715488,2020-10-06T10:51:55.488,32.340,0.015,-0.747,0.305
1601970715508,2020-10-06T10:51:55.508,32.360,0.396,0.899,0.305
1601970715528,2020-10-06T10:51:55.528,32.380,0.046,-0.716,0.366
1601970715548,2020-10-06T10:51:55.548,32.400,-0.457,-2.744,0.335
1601970715568,2020-10-06T10:51:55.568,32.420,0.000,-0.854,0.274
1601970715588,2020-10-06T10:51:55.588,32.440,0.671,1.753,0.137
1601970715608,2020-10-06T10:51:55.608,32.460,0.427,1.113,0.168
1601970715628,2020-10-06T10:51:55.628,32.480,-0.229,-1.905,0.351
1601970715648,2020-10-06T10:51:55.648,32.500,-0.457,-2.393,0.503
1601970715668,2020-10-06T10:51:55.668,32.520,0.244,0.198,0.442
1601970715688,2020-10-06T10:51:55.688,32.540,0.320,0.534,0.351
1601970715708,2020-10-06T10:51:55.708,32.560,0.000,-0.976,0.305
1601970715728,2020-10-06T10:51:55.728,32.580,0.122,-0.854,0.274
1601970715748,2020-10-06T10:51:55.748,32.600,0.213,-0.213,0.335
1601970715768,2020-10-06T10:51:55.768,32.620,0.015,-0.945,0.396
1601970715788,2020-10-06T10:51:55.788,32.640,-0.122,-1.341,0.412
1601970715808,2020-10-06T10:51:55.808,32.660,0.076,-0.198,0.366
1601970715828,2020-10-06T10:51:55.828,32.680,0.244,0.152,0.290
1601970715848,2020-10-06T10:51:55.848,32.700,0.213,-0.976,0.335
1601970715868,2020-10-06T10:51:55.868,32.720,0.091,-0.884,0.335
1601970715888,2020-10-06T10:51:55.888,32.740,0.107,-0.274,0.305
1601970715908,2020-10-06T10:51:55.908,32.760,-0.015,-0.518,0.381
1601970715928,2020-10-06T10:51:55.928,32.780,0.046,-0.640,0.381
1601970715948,2020-10-06T10:51:55.948,32.800,0.152,-0.823,0.351
1601970715968,2020-10-06T10:51:55.968,32.820,0.152,-1.265,0.305
1601970715988,2020-10-06T10:51:55.988,32.840,-0.030,-0.686,0.244
1601970716008,2020-10-06T10:51:56.008,32.860,0.030,-0.518,0.259
1601970716028,2020-10-06T10:51:56.028,32.880,0.122,-1.143,0.259
1601970716048,2020-10-06T10:51:56.048,32.900,0.091,-0.427,0.229
1601970716068,2020-10-06T10:51:56.068,32.920,0.488,1.509,0.320
1601970716088,2020-10-06T10:51:56.088,32.940,0.183,-0.381,0.488
1601970716108,2020-10-06T10:51:56.108,32.960,-0.686,-4.162,0.534
1601970716128,2020-10-06T10:51:56.128,32.980,-0.076,-1.997,0.305
1601970716148,2020-10-06T10:51:56.148,33.000,0.671,1.692,0.091
1601970716168,2020-10-06T10:51:56.168,33.020,0.229,0.229,0.122
1601970716188,2020-10-06T10:51:56.188,33.040,0.015,-0.701,0.244
1601970716208,2020-10-06T10:51:56.208,33.060,0.381,0.579,0.351
1601970716228,2020-10-06T10:51:56.228,33.080,-0.259,-1.845,0.518
1601970716248,2020-10-06T10:51:56.248,33.100,-0.564,-2.866,0.396
1601970716268,2020-10-06T10:51:56.268,33.120,0.442,1.128,0.213
1601970716288,2020-10-06T10:51:56.288,33.140,0.655,2.027,0.198
1601970716308,2020-10-06T10:51:56.308,33.160,-0.091,-1.646,0.320
1601970716328,2020-10-06T10:51:56.328,33.180,-0.366,-2.957,0.366
1601970716348,2020-10-06T10:51:56.348,33.200,0.122,-0.625,0.351
1601970716368,2020-10-06T10:51:56.368,33.220,0.488,0.945,0.259
1601970716388,2020-10-06T10:51:56.388,33.240,-0.015,-0.976,0.320
1601970716408,2020-10-06T10:51:56.408,33.260,-0.290,-2.363,0.320
1601970716428,2020-10-06T10:51:56.428,33.280,0.091,-1.128,0.290
1601970716448,2020-10-06T10:51:56.448,33.300,0.335,-0.808,0.198
1601970716468,2020-10-06T10:51:56.468,33.320,0.030,-1.524,0.213
1601970716488,2020-10-06T10:51:56.488,33.340,-0.213,-1.631,0.244
1601970716508,2020-10-06T10:51:56.508,33.360,0.091,0.000,0.320
1601970716528,2020-10-06T10:51:56.528,33.380,0.457,1.189,0.335
1601970716548,2020-10-06T10:51:56.548,33.400,-0.046,-0.473,0.274
1601970716568,2020-10-06T10:51:56.568,33.420,-0.320,-1.494,0.335
1601970716588,2020-10-06T10:51:56.588,33.440,0.320,0.183,0.290
1601970716608,2020-10-06T10:51:56.608,33.460,0.198,-0.137,0.290
1601970716628,2020-10-06T10:51:56.628,33.480,-0.213,-1.463,0.305
1601970716648,2020-10-06T10:51:56.648,33.500,0.000,-0.442,0.274
1601970716668,2020-10-06T10:51:56.668,33.520,0.305,0.869,0.274
1601970716688,2020-10-06T10:51:56.688,33.540,0.015,-0.381,0.320
1601970716708,2020-10-06T10:51:56.708,33.560,-0.351,-2.546,0.412
1601970716728,2020-10-06T10:51:56.728,33.580,-0.213,-1.829,0.427
1601970716748,2020-10-06T10:51:56.748,33.600,0.305,0.473,0.381
1601970716768,2020-10-06T10:51:56.768,33.620,0.412,0.976,0.305
1601970716788,2020-10-06T10:51:56.788,33.640,-0.259,-1.555,0.320
1601970716808,2020-10-06T10:51:56.808,33.660,-0.473,-2.226,0.351
1601970716828,2020-10-06T10:51:56.828,33.680,0.244,0.473,0.274
1601970716848,2020-10-06T10:51:56.848,33.700,0.351,0.991,0.320
1601970716868,2020-10-06T10:51:56.868,33.720,-0.259,-1.296,0.518
1601970716888,2020-10-06T10:51:56.888,33.740,-0.442,-2.744,0.549
1601970716908,2020-10-06T10:51:56.908,33.760,-0.122,-1.631,0.335
1601970716928,2020-10-06T10:51:56.928,33.780,0.351,0.777,0.183
1601970716948,2020-10-06T10:51:56.948,33.800,0.457,1.128,0.183
1601970716968,2020-10-06T10:51:56.968,33.820,0.107,-0.381,0.305
1601970716988,2020-10-06T10:51:56.988,33.840,-0.335,-2.104,0.518
1601970717008,2020-10-06T10:51:57.008,33.860,-0.473,-2.622,0.564
1601970717028,2020-10-06T10:51:57.028,33.880,-0.198,-1.357,0.396
1601970717048,2020-10-06T10:51:57.048,33.900,0.198,0.137,0.183
1601970717068,2020-10-06T10:51:57.068,33.920,0.305,0.854,0.229
1601970717088,2020-10-06T10:51:57.088,33.940,0.229,-0.168,0.290
1601970717108,2020-10-06T10:51:57.108,33.960,-0.366,-1.890,0.320
1601970717128,2020-10-06T10:51:57.128,33.980,-0.381,-1.418,0.396
1601970717148,2020-10-06T10:51:57.148,34.000,0.305,0.625,0.412
1601970717168,2020-10-06T10:51:57.168,34.020,0.183,0.030,0.320
1601970717188,2020-10-06T10:51:57.188,34.040,-0.412,-2.287,0.305
1601970717208,2020-10-06T10:51:57.208,34.060,-0.381,-1.677,0.305
1601970717228,2020-10-06T10:51:57.228,34.080,0.351,1.326,0.244
1601970717248,2020-10-06T10:51:57.248,34.100,0.503,1.311,0.274
1601970717268,2020-10-06T10:51:57.268,34.120,-0.183,-1.784,0.305
1601970717288,2020-10-06T10:51:57.288,34.140,-0.366,-2.500,0.412
1601970717308,2020-10-06T10:51:57.308,34.160,-0.030,-0.762,0.503
1601970717328,2020-10-06T10:51:57.328,34.180,-0.030,-0.351,0.366
1601970717348,2020-10-06T10:51:57.348,34.200,-0.137,-0.960,0.351
1601970717368,2020-10-06T10:51:57.368,34.220,0.061,-0.259,0.320
1601970717388,2020-10-06T10:51:57.388,34.240,0.274,0.427,0.335
1601970717408,2020-10-06T10:51:57.408,34.260,-0.107,-1.372,0.335
1601970717428,2020-10-06T10:51:57.428,34.280,-0.366,-2.043,0.305
1601970717448,2020-10-06T10:51:57.448,34.300,0.137,0.274,0.290
1601970717468,2020-10-06T10:51:57.468,34.320,0.488,1.204,0.259
1601970717488,2020-10-06T10:51:57.488,34.340,-0.183,-1.128,0.381
1601970717508,2020-10-06T10:51:57.508,34.360,-0.412,-2.027,0.396
1601970717528,2020-10-06T10:51:57.528,34.380,0.091,-0.427,0.351
1601970717548,2020-10-06T10:51:57.548,34.400,0.244,-0.457,0.320
1601970717568,2020-10-06T10:51:57.568,34.420,-0.137,-1.677,0.290
1601970717588,2020-10-06T10:51:57.588,34.440,-0.259,-2.226,0.381
1601970717608,2020-10-06T10:51:57.608,34.460,0.183,-0.046,0.274
1601970717628,2020-10-06T10:51:57.628,34.480,0.534,1.479,0.274
1601970717648,2020-10-06T10:51:57.648,34.500,-0.015,-0.442,0.381
1601970717668,2020-10-06T10:51:57.668,34.520,-0.305,-1.814,0.457
1601970717688,2020-10-06T10:51:57.688,34.540,-0.091,-1.159,0.351
1601970717708,2020-10-06T10:51:57.708,34.560,0.137,-0.290,0.137
1601970717728,2020-10-06T10:51:57.728,34.580,0.183,-0.137,0.137
1601970717748,2020-10-06T10:51:57.748,34.600,0.259,0.015,0.091
1601970717768,2020-10-06T10:51:57.768,34.620,0.595,0.290,-0.046
1601970717788,2020-10-06T10:51:57.788,34.640,0.137,-1.662,-0.137
1601970717808,2020-10-06T10:51:57.808,34.660,0.412,-1.296,-0.655
1601970717828,2020-10-06T10:51:57.828,34.680,1.677,3.628,-1.143
1601970717848,2020-10-06T10:51:57.848,34.700,1.753,4.055,-1.418
1601970717868,2020-10-06T10:51:57.868,34.720,0.625,1.113,-1.280
1601970717888,2020-10-06T10:51:57.888,34.740,0.412,0.610,-0.899
1601970717908,2020-10-06T10:51:57.908,34.760,0.168,-0.061,-0.152
1601970717928,2020-10-06T10:51:57.928,34.780,-0.244,-0.945,0.488
1601970717948,2020-10-06T10:51:57.948,34.800,-0.320,-0.076,1.021
1601970717968,2020-10-06T10:51:57.968,34.820,-0.899,-1.875,1.311
1601970717988,2020-10-06T10:51:57.988,34.840,-1.723,-4.878,1.341
1601970718008,2020-10-06T10:51:58.008,34.860,-1.067,-2.485,1.250
1601970718028,2020-10-06T10:51:58.028,34.880,-1.723,-4.421,1.631
1601970718048,2020-10-06T10:51:58.048,34.900,-1.555,-3.262,1.463
1601970718068,2020-10-06T10:51:58.068,34.920,-0.107,2.607,1.463
1601970718088,2020-10-06T10:51:58.088,34.940,-1.021,-0.137,1.418
1601970718108,2020-10-06T10:51:58.108,34.960,-2.348,-5.351,1.433
1601970718128,2020-10-06T10:51:58.128,34.980,-2.195,-4.802,1.540
1601970718148,2020-10-06T10:51:58.148,35.000,-0.945,-0.671,1.692
1601970718168,2020-10-06T10:51:58.168,35.020,-0.534,-0.091,1.662
1601970718188,2020-10-06T10:51:58.188,35.040,-1.311,-4.055,1.448
1601970718208,2020-10-06T10:51:58.208,35.060,-1.448,-3.841,1.326
1601970718228,2020-10-06T10:51:58.228,35.080,-0.488,-0.091,1.220
1601970718248,2020-10-06T10:51:58.248,35.100,-0.412,-0.595,1.235
1601970718268,2020-10-06T10:51:58.268,35.120,-0.747,-1.372,1.082
1601970718288,2020-10-06T10:51:58.288,35.140,0.625,3.095,1.311
1601970718308,2020-10-06T10:51:58.308,35.160,-0.396,-1.067,1.585
1601970718328,2020-10-06T10:51:58.328,35.180,-1.966,-6.174,1.570
1601970718348,2020-10-06T10:51:58.348,35.200,-0.579,-0.915,1.601
1601970718368,2020-10-06T10:51:58.368,35.220,0.015,1.494,1.616
1601970718388,2020-10-06T10:51:58.388,35.240,-1.006,-2.790,1.235
1601970718408,2020-10-06T10:51:58.408,35.260,-0.991,-2.881,1.220
1601970718428,2020-10-06T10:51:58.428,35.280,-0.091,-0.427,1.143
1601970718448,2020-10-06T10:51:58.448,35.300,-0.488,-0.869,0.976
1601970718468,2020-10-06T10:51:58.468,35.320,-0.564,-2.180,0.793
1601970718488,2020-10-06T10:51:58.488,35.340,-0.259,-1.570,0.655
1601970718508,2020-10-06T10:51:58.508,35.360,0.076,-0.442,0.488
1601970718528,2020-10-06T10:51:58.528,35.380,0.381,0.960,0.534
1601970718548,2020-10-06T10:51:58.548,35.400,-0.046,-0.564,0.595
1601970718568,2020-10-06T10:51:58.568,35.420,-0.610,-2.774,0.716
1601970718588,2020-10-06T10:51:58.588,35.440,-0.625,-2.287,0.655
1601970718608,2020-10-06T10:51:58.608,35.460,-0.076,0.000,0.534
1601970718628,2020-10-06T10:51:58.628,35.480,0.091,0.091,0.473
1601970718648,2020-10-06T10:51:58.648,35.500,0.091,-0.747,0.427
1601970718668,2020-10-06T10:51:58.668,35.520,0.107,-0.686,0.351
1601970718688,2020-10-06T10:51:58.688,35.540,-0.137,-1.509,0.290
1601970718708,2020-10-06T10:51:58.708,35.560,-0.152,-1.326,0.229
1601970718728,2020-10-06T10:51:58.728,35.580,0.305,0.122,0.152
1601970718748,2020-10-06T10:51:58.748,35.600,0.351,0.183,0.122
1601970718768,2020-10-06T10:51:58.768,35.620,0.046,-0.930,0.000
1601970718788,2020-10-06T10:51:58.788,35.640,0.000,-0.991,0.122
1601970718808,2020-10-06T10:51:58.808,35.660,0.290,-0.015,0.152
1601970718828,2020-10-06T10:51:58.828,35.680,0.229,0.091,0.213
1601970718848,2020-10-06T10:51:58.848,35.700,-0.213,-1.662,0.290
1601970718868,2020-10-06T10:51:58.868,35.720,-0.305,-1.631,0.229
1601970718888,2020-10-06T10:51:58.888,35.740,0.244,-0.152,0.229
1601970718908,2020-10-06T10:51:58.908,35.760,0.213,-0.015,0.229
1601970718928,2020-10-06T10:51:58.928,35.780,0.061,-0.625,0.274
1601970718948,2020-10-06T10:51:58.948,35.800,-0.076,-0.869,0.351
1601970718968,2020-10-06T10:51:58.968,35.820,-0.152,-1.372,0.396
1601970718988,2020-10-06T10:51:58.988,35.840,-0.137,-1.128,0.335
1601970719008,2020-10-06T10:51:59.008,35.860,-0.137,-1.220,0.290
1601970719028,2020-10-06T10:51:59.028,35.880,-0.290,-2.043,0.259
1601970719048,2020-10-06T10:51:59.048,35.900,-0.351,-1.951,0.274
1601970719068,2020-10-06T10:51:59.068,35.920,-0.213,-0.732,0.229
1601970719088,2020-10-06T10:51:59.088,35.940,0.107,0.945,0.152
1601970719108,2020-10-06T10:51:59.108,35.960,0.122,0.030,0.198
1601970719128,2020-10-06T10:51:59.128,35.980,-0.335,-2.271,0.229
1601970719148,2020-10-06T10:51:59.148,36.000,-0.213,-1.189,0.259
1601970719168,2020-10-06T10:51:59.168,36.020,0.396,0.945,0.305
1601970719188,2020-10-06T10:51:59.188,36.040,0.061,-0.899,0.290
1601970719208,2020-10-06T10:51:59.208,36.060,-0.396,-2.744,0.305
1601970719228,2020-10-06T10:51:59.228,36.080,-0.335,-2.195,0.381
1601970719248,2020-10-06T10:51:59.248,36.100,-0.259,-1.524,0.335
1601970719268,2020-10-06T10:51:59.268,36.120,0.183,0.061,0.183
1601970719288,2020-10-06T10:51:59.288,36.140,0.534,1.814,0.213
1601970719308,2020-10-06T10:51:59.308,36.160,-0.122,-0.686,0.259
1601970719328,2020-10-06T10:51:59.328,36.180,-0.442,-2.149,0.198
1601970719348,2020-10-06T10:51:59.348,36.200,0.198,-0.320,0.274
1601970719368,2020-10-06T10:51:59.368,36.220,0.442,0.808,0.381
1601970719388,2020-10-06T10:51:59.388,36.240,-0.152,-0.793,0.488
1601970719408,2020-10-06T10:51:59.408,36.260,-0.716,-3.399,0.473
1601970719428,2020-10-06T10:51:59.428,36.280,-0.152,-1.433,0.366
1601970719448,2020-10-06T10:51:59.448,36.300,0.716,1.966,0.152
1601970719468,2020-10-06T10:51:59.468,36.320,0.396,0.823,0.183
1601970719488,2020-10-06T10:51:59.488,36.340,-0.183,-1.174,0.412
1601970719508,2020-10-06T10:51:59.508,36.360,-0.122,-1.021,0.457
1601970719528,2020-10-06T10:51:59.528,36.380,-0.076,-0.122,0.366
1601970719548,2020-10-06T10:51:59.548,36.400,0.030,0.091,0.290
1601970719568,2020-10-06T10:51:59.568,36.420,0.122,-0.869,0.305
1601970719588,2020-10-06T10:51:59.588,36.440,0.412,-0.030,0.366
1601970719608,2020-10-06T10:51:59.608,36.460,0.213,0.122,0.488
1601970719628,2020-10-06T10:51:59.628,36.480,-0.793,-2.759,0.442
1601970719648,2020-10-06T10:51:59.648,36.500,-0.549,-2.241,0.259
1601970719668,2020-10-06T10:51:59.668,36.520,0.762,2.424,0.259
1601970719688,2020-10-06T10:51:59.688,36.540,0.564,1.555,0.229
1601970719708,2020-10-06T10:51:59.708,36.560,-0.640,-3.171,0.381
1601970719728,2020-10-06T10:51:59.728,36.580,-0.534,-3.186,0.457
1601970719748,2020-10-06T10:51:59.748,36.600,0.442,0.747,0.244
1601970719768,2020-10-06T10:51:59.768,36.620,0.564,1.341,0.229
1601970719788,2020-10-06T10:51:59.788,36.640,-0.213,-1.189,0.244
1601970719808,2020-10-06T10:51:59.808,36.660,-0.244,-1.631,0.351
1601970719828,2020-10-06T10:51:59.828,36.680,0.061,-0.229,0.442
1601970719848,2020-10-06T10:51:59.848,36.700,0.091,-0.671,0.396
1601970719868,2020-10-06T10:51:59.868,36.720,-0.152,-1.494,0.381
1601970719888,2020-10-06T10:51:59.888,36.740,0.046,-0.427,0.320
1601970719908,2020-10-06T10:51:59.908,36.760,-0.076,-0.015,0.305
1601970719928,2020-10-06T10:51:59.928,36.780,-0.152,-0.945,0.335
1601970719948,2020-10-06T10:51:59.948,36.800,-0.076,-0.854,0.442
1601970719968,2020-10-06T10:51:59.968,36.820,0.137,-0.076,0.412
1601970719988,2020-10-06T10:51:59.988,36.840,-0.183,-0.427,0.427
1601970720008,2020-10-06T10:52:00.008,36.860,-0.457,-1.936,0.366
1601970720028,2020-10-06T10:52:00.028,36.880,-0.076,-0.823,0.274
1601970720048,2020-10-06T10:52:00.048,36.900,0.473,1.006,0.290
1601970720068,2020-10-06T10:52:00.068,36.920,0.198,0.229,0.274
1601970720088,2020-10-06T10:52:00.088,36.940,-0.473,-2.546,0.412
1601970720108,2020-10-06T10:52:00.108,36.960,-0.427,-2.409,0.396
1601970720128,2020-10-06T10:52:00.128,36.980,0.229,0.564,0.274
1601970720148,2020-10-06T10:52:00.148,37.000,0.244,0.777,0.305
1601970720168,2020-10-06T10:52:00.168,37.020,-0.107,-0.732,0.473
1601970720188,2020-10-06T10:52:00.188,37.040,-0.473,-2.820,0.549
1601970720208,2020-10-06T10:52:00.208,37.060,-0.488,-2.988,0.274
1601970720228,2020-10-06T10:52:00.228,37.080,0.290,0.503,0.122
1601970720248,2020-10-06T10:52:00.248,37.100,0.610,1.479,0.168
1601970720268,2020-10-06T10:52:00.268,37.120,0.107,-0.381,0.259
1601970720288,2020-10-06T10:52:00.288,37.140,0.000,-0.381,0.412
1601970720308,2020-10-06T10:52:00.308,37.160,-0.274,-1.128,0.488
1601970720328,2020-10-06T10:52:00.328,37.180,-0.320,-1.616,0.412
1601970720348,2020-10-06T10:52:00.348,37.200,0.152,-0.076,0.305
1601970720368,2020-10-06T10:52:00.368,37.220,0.122,-0.213,0.259
1601970720388,2020-10-06T10:52:00.388,37.240,-0.152,-1.159,0.305
1601970720408,2020-10-06T10:52:00.408,37.260,-0.137,-1.280,0.274
1601970720428,2020-10-06T10:52:00.428,37.280,-0.198,-1.524,0.290
1601970720448,2020-10-06T10:52:00.448,37.300,0.061,-0.457,0.290
1601970720468,2020-10-06T10:52:00.468,37.320,0.366,0.747,0.320
1601970720488,2020-10-06T10:52:00.488,37.340,-0.290,-1.829,0.259
1601970720508,2020-10-06T10:52:00.508,37.360,-0.716,-3.643,0.213
1601970720528,2020-10-06T10:52:00.528,37.380,0.259,0.381,0.122
1601970720548,2020-10-06T10:52:00.548,37.400,0.930,3.049,0.107
1601970720568,2020-10-06T10:52:00.568,37.420,0.091,-0.107,0.213
1601970720588,2020-10-06T10:52:00.588,37.440,-0.579,-2.790,0.412
1601970720608,2020-10-06T10:52:00.608,37.460,-0.091,-0.777,0.366
1601970720628,2020-10-06T10:52:00.628,37.480,0.229,0.396,0.320
1601970720648,2020-10-06T10:52:00.648,37.500,-0.061,-1.113,0.305
1601970720668,2020-10-06T10:52:00.668,37.520,-0.107,-1.128,0.274
1601970720688,2020-10-06T10:52:00.688,37.540,0.152,0.244,0.274
1601970720708,2020-10-06T10:52:00.708,37.560,0.076,-0.107,0.259
1601970720728,2020-10-06T10:52:00.728,37.580,-0.076,-1.494,0.244
1601970720748,2020-10-06T10:52:00.748,37.600,-0.183,-1.738,0.320
1601970720768,2020-10-06T10:52:00.768,37.620,0.107,-0.183,0.290
1601970720788,2020-10-06T10:52:00.788,37.640,0.152,0.259,0.244
1601970720808,2020-10-06T10:52:00.808,37.660,-0.183,-1.357,0.290
1601970720828,2020-10-06T10:52:00.828,37.680,-0.091,-1.159,0.335
1601970720848,2020-10-06T10:52:00.848,37.700,0.290,0.503,0.335
1601970720868,2020-10-06T10:52:00.868,37.720,0.183,-0.229,0.305
1601970720888,2020-10-06T10:52:00.888,37.740,-0.137,-1.341,0.244
1601970720908,2020-10-06T10:52:00.908,37.760,0.030,-1.113,0.259
1601970720928,2020-10-06T10:52:00.928,37.780,0.122,-1.143,0.274
1601970720948,2020-10-06T10:52:00.948,37.800,-0.030,-1.159,0.290
1601970720968,2020-10-06T10:52:00.968,37.820,0.259,0.061,0.412
1601970720988,2020-10-06T10:52:00.988,37.840,-0.091,-0.366,0.396
1601970721008,2020-10-06T10:52:01.008,37.860,-0.701,-3.369,0.457
1601970721028,2020-10-06T10:52:01.028,37.880,-0.396,-2.393,0.320
1601970721048,2020-10-06T10:52:01.048,37.900,0.716,2.149,0.183
1601970721068,2020-10-06T10:52:01.068,37.920,0.595,1.433,0.122
1601970721088,2020-10-06T10:52:01.088,37.940,-0.213,-1.128,0.244
1601970721108,2020-10-06T10:52:01.108,37.960,-0.457,-1.021,0.335
1601970721128,2020-10-06T10:52:01.128,37.980,-0.152,-0.518,0.381
1601970721148,2020-10-06T10:52:01.148,38.000,-0.046,-0.823,0.396
1601970721168,2020-10-06T10:52:01.168,38.020,0.000,-0.854,0.351
1601970721188,2020-10-06T10:52:01.188,38.040,-0.046,-0.564,0.381
1601970721208,2020-10-06T10:52:01.208,38.060,0.152,-0.091,0.320
1601970721228,2020-10-06T10:52:01.228,38.080,-0.152,-1.326,0.335
1601970721248,2020-10-06T10:52:01.248,38.100,-0.213,-2.043,0.351
1601970721268,2020-10-06T10:52:01.268,38.120,0.381,0.076,0.381
1601970721288,2020-10-06T10:52:01.288,38.140,0.122,-0.381,0.427
1601970721308,2020-10-06T10:52:01.308,38.160,-0.595,-2.622,0.427
1601970721328,2020-10-06T10:52:01.328,38.180,-0.137,-1.524,0.274
1601970721348,2020-10-06T10:52:01.348,38.200,0.518,1.052,0.152
1601970721368,2020-10-06T10:52:01.368,38.220,0.457,0.457,0.198
1601970721388,2020-10-06T10:52:01.388,38.240,-0.229,-1.463,0.320
1601970721408,2020-10-06T10:52:01.408,38.260,-0.381,-1.646,0.427
1601970721428,2020-10-06T10:52:01.428,38.280,0.152,0.046,0.335
1601970721448,2020-10-06T10:52:01.448,38.300,0.198,-0.061,0.290
1601970721468,2020-10-06T10:52:01.468,38.320,-0.076,-1.723,0.305
1601970721488,2020-10-06T10:52:01.488,38.340,-0.137,-1.555,0.320
1601970721508,2020-10-06T10:52:01.508,38.360,0.122,0.183,0.351
1601970721528,2020-10-06T10:52:01.528,38.380,0.137,0.107,0.381
1601970721548,2020-10-06T10:52:01.548,38.400,-0.168,-1.326,0.335
1601970721568,2020-10-06T10:52:01.568,38.420,-0.244,-1.402,0.305
1601970721588,2020-10-06T10:52:01.588,38.440,0.076,0.168,0.335
1601970721608,2020-10-06T10:52:01.608,38.460,0.137,0.015,0.335
1601970721628,2020-10-06T10:52:01.628,38.480,-0.091,-0.823,0.305
1601970721648,2020-10-06T10:52:01.648,38.500,0.076,-0.046,0.351
