epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970714532,2020-10-06T10:51:54.532,31.360,0.068,-0.025,1.019
1601970714552,2020-10-06T10:51:54.552,31.380,0.066,-0.025,1.018
1601970714572,2020-10-06T10:51:54.572,31.400,0.062,-0.027,1.018
1601970714592,2020-10-06T10:51:54.592,31.420,0.061,-0.024,1.016
1601970714612,2020-10-06T10:51:54.612,31.440,0.062,-0.024,1.014
1601970714632,2020-10-06T10:51:54.632,31.460,0.064,-0.024,1.018
1601970714652,2020-10-06T10:51:54.652,31.480,0.064,-0.025,1.017
1601970714672,2020-10-06T10:51:54.672,31.500,0.058,-0.026,1.017
1601970714692,2020-10-06T10:51:54.692,31.520,0.062,-0.025,1.016
1601970714712,2020-10-06T10:51:54.712,31.540,0.068,-0.025,1.017
1601970714732,2020-10-06T10:51:54.732,31.560,0.066,-0.026,1.018
1601970714752,2020-10-06T10:51:54.752,31.580,0.059,-0.024,1.016
1601970714772,2020-10-06T10:51:54.772,31.600,0.064,-0.026,1.016
1601970714792,2020-10-06T10:51:54.792,31.620,0.065,-0.027,1.020
1601970714812,2020-10-06T10:51:54.812,31.640,0.061,-0.027,1.018
1601970714832,2020-10-06T10:51:54.832,31.660,0.062,-0.025,1.013
1601970714852,2020-10-06T10:51:54.852,31.680,0.067,-0.026,1.017
1601970714872,2020-10-06T10:51:54.872,31.700,0.066,-0.026,1.016
1601970714892,2020-10-06T10:51:54.892,31.720,0.061,-0.026,1.016
1601970714912,2020-10-06T10:51:54.912,31.740,0.060,-0.026,1.017
1601970714932,2020-10-06T10:51:54.932,31.760,0.063,-0.025,1.018
1601970714952,2020-10-06T10:51:54.952,31.780,0.063,-0.026,1.017
1601970714972,2020-10-06T10:51:54.972,31.800,0.063,-0.025,1.014
1601970714992,2020-10-06T10:51:54.992,31.820,0.065,-0.027,1.017
1601970715012,2020-10-06T10:51:55.012,31.840,0.063,-0.027,1.018
1601970715032,2020-10-06T10:51:55.032,31.860,0.060,-0.026,1.016
1601970715052,2020-10-06T10:51:55.052,31.880,0.058,-0.025,1.016
1601970715072,2020-10-06T10:51:55.072,31.900,0.061,-0.025,1.018
1601970715092,2020-10-06T10:51:55.092,31.920,0.067,-0.025,1.020
1601970715112,2020-10-06T10:51:55.112,31.940,0.065,-0.026,1.021
1601970715132,2020-10-06T10:51:55.132,31.960,0.059,-0.027,1.017
1601970715152,2020-10-06T10:51:55.152,31.980,0.060,-0.026,1.012
1601970715172,2020-10-06T10:51:55.172,32.000,0.062,-0.024,1.019
1601970715192,2020-10-06T10:51:55.192,32.020,0.063,-0.022,1.020
1601970715212,2020-10-06T10:51:55.212,32.040,0.063,-0.026,1.016
1601970715232,2020-10-06T10:51:55.232,32.060,0.063,-0.027,1.014
1601970715252,2020-10-06T10:51:55.252,32.080,0.063,-0.025,1.016
1601970715272,2020-10-06T10:51:55.272,32.100,0.065,-0.026,1.020
1601970715292,2020-10-06T10:51:55.292,32.120,0.064,-0.027,1.019
1601970715312,2020-10-06T10:51:55.312,32.140,0.061,-0.026,1.016
1601970715332,2020-10-06T10:51:55.332,32.160,0.057,-0.024,1.015
1601970715352,2020-10-06T10:51:55.352,32.180,0.060,-0.024,1.015
1601970715372,2020-10-06T10:51:55.372,32.200,0.066,-0.026,1.019
1601970715392,2020-10-06T10:51:55.392,32.220,0.067,-0.024,1.018
1601970715412,2020-10-06T10:51:55.412,32.240,0.062,-0.024,1.015
1601970715432,2020-10-06T10:51:55.432,32.260,0.060,-0.026,1.015
1601970715452,2020-10-06T10:51:55.452,32.280,0.062,-0.026,1.015
1601970715472,2020-10-06T10:51:55.472,32.300,0.064,-0.024,1.017
1601970715492,2020-10-06T10:51:55.492,32.320,0.065,-0.025,1.018
1601970715512,2020-10-06T10:51:55.512,32.340,0.059,-0.024,1.015
1601970715532,2020-10-06T10:51:55.532,32.360,0.059,-0.025,1.014
1601970715552,2020-10-06T10:51:55.552,32.380,0.066,-0.026,1.017
1601970715572,2020-10-06T10:51:55.572,32.400,0.070,-0.027,1.018
1601970715592,2020-10-06T10:51:55.592,32.420,0.061,-0.024,1.017
1601970715612,2020-10-06T10:51:55.612,32.440,0.054,-0.022,1.016
1601970715632,2020-10-06T10:51:55.632,32.460,0.058,-0.024,1.016
1601970715652,2020-10-06T10:51:55.652,32.480,0.064,-0.026,1.018
1601970715672,2020-10-06T10:51:55.672,32.500,0.064,-0.026,1.016
1601970715692,2020-10-06T10:51:55.692,32.520,0.062,-0.026,1.015
1601970715712,2020-10-06T10:51:55.712,32.540,0.062,-0.025,1.014
1601970715732,2020-10-06T10:51:55.732,32.560,0.061,-0.026,1.019
1601970715752,2020-10-06T10:51:55.752,32.580,0.059,-0.025,1.019
1601970715772,2020-10-06T10:51:55.772,32.600,0.062,-0.026,1.015
1601970715792,2020-10-06T10:51:55.792,32.620,0.065,-0.026,1.016
1601970715812,2020-10-06T10:51:55.812,32.640,0.064,-0.026,1.015
1601970715832,2020-10-06T10:51:55.832,32.660,0.062,-0.026,1.015
1601970715852,2020-10-06T10:51:55.852,32.680,0.062,-0.025,1.016
1601970715872,2020-10-06T10:51:55.872,32.700,0.063,-0.024,1.020
1601970715892,2020-10-06T10:51:55.892,32.720,0.061,-0.026,1.016
1601970715912,2020-10-06T10:51:55.912,32.740,0.061,-0.025,1.014
1601970715932,2020-10-06T10:51:55.932,32.760,0.061,-0.027,1.015
1601970715952,2020-10-06T10:51:55.952,32.780,0.064,-0.024,1.017
1601970715972,2020-10-06T10:51:55.972,32.800,0.063,-0.025,1.019
1601970715992,2020-10-06T10:51:55.992,32.820,0.063,-0.026,1.014
1601970716012,2020-10-06T10:51:56.012,32.840,0.062,-0.026,1.013
1601970716032,2020-10-06T10:51:56.032,32.860,0.068,-0.024,1.018
1601970716052,2020-10-06T10:51:56.052,32.880,0.063,-0.023,1.021
1601970716072,2020-10-06T10:51:56.072,32.900,0.054,-0.026,1.016
1601970716092,2020-10-06T10:51:56.092,32.920,0.055,-0.025,1.011
1601970716112,2020-10-06T10:51:56.112,32.940,0.068,-0.026,1.019
1601970716132,2020-10-06T10:51:56.132,32.960,0.072,-0.026,1.022
1601970716152,2020-10-06T10:51:56.152,32.980,0.063,-0.025,1.018
1601970716172,2020-10-06T10:51:56.172,33.000,0.060,-0.026,1.015
1601970716192,2020-10-06T10:51:56.192,33.020,0.059,-0.025,1.015
1601970716212,2020-10-06T10:51:56.212,33.040,0.058,-0.022,1.015
1601970716232,2020-10-06T10:51:56.232,33.060,0.064,-0.022,1.016
1601970716252,2020-10-06T10:51:56.252,33.080,0.070,-0.026,1.018
1601970716272,2020-10-06T10:51:56.272,33.100,0.065,-0.026,1.018
1601970716292,2020-10-06T10:51:56.292,33.120,0.055,-0.024,1.014
1601970716312,2020-10-06T10:51:56.312,33.140,0.057,-0.025,1.015
1601970716332,2020-10-06T10:51:56.332,33.160,0.066,-0.026,1.015
1601970716352,2020-10-06T10:51:56.352,33.180,0.066,-0.025,1.015
1601970716372,2020-10-06T10:51:56.372,33.200,0.057,-0.025,1.015
1601970716392,2020-10-06T10:51:56.392,33.220,0.060,-0.025,1.015
1601970716412,2020-10-06T10:51:56.412,33.240,0.066,-0.026,1.014
1601970716432,2020-10-06T10:51:56.432,33.260,0.063,-0.026,1.018
1601970716452,2020-10-06T10:51:56.452,33.280,0.062,-0.026,1.016
1601970716472,2020-10-06T10:51:56.472,33.300,0.060,-0.025,1.018
1601970716492,2020-10-06T10:51:56.492,33.320,0.066,-0.024,1.019
1601970716512,2020-10-06T10:51:56.512,33.340,0.065,-0.025,1.017
1601970716532,2020-10-06T10:51:56.532,33.360,0.058,-0.023,1.014
1601970716552,2020-10-06T10:51:56.552,33.380,0.061,-0.024,1.015
1601970716572,2020-10-06T10:51:56.572,33.400,0.066,-0.024,1.015
1601970716592,2020-10-06T10:51:56.592,33.420,0.063,-0.026,1.016
1601970716612,2020-10-06T10:51:56.612,33.440,0.060,-0.025,1.017
1601970716632,2020-10-06T10:51:56.632,33.460,0.062,-0.024,1.019
1601970716652,2020-10-06T10:51:56.652,33.480,0.065,-0.025,1.016
1601970716672,2020-10-06T10:51:56.672,33.500,0.061,-0.025,1.014
1601970716692,2020-10-06T10:51:56.692,33.520,0.058,-0.023,1.016
1601970716712,2020-10-06T10:51:56.712,33.540,0.064,-0.025,1.017
1601970716732,2020-10-06T10:51:56.732,33.560,0.068,-0.026,1.020
1601970716752,2020-10-06T10:51:56.752,33.580,0.066,-0.024,1.019
1601970716772,2020-10-06T10:51:56.772,33.600,0.060,-0.025,1.014
1601970716792,2020-10-06T10:51:56.792,33.620,0.063,-0.025,1.012
1601970716812,2020-10-06T10:51:56.812,33.640,0.065,-0.024,1.020
1601970716832,2020-10-06T10:51:56.832,33.660,0.065,-0.021,1.020
1601970716852,2020-10-06T10:51:56.852,33.680,0.057,-0.022,1.016
1601970716872,2020-10-06T10:51:56.872,33.700,0.059,-0.025,1.013
1601970716892,2020-10-06T10:51:56.892,33.720,0.068,-0.027,1.016
1601970716912,2020-10-06T10:51:56.912,33.740,0.072,-0.027,1.021
1601970716932,2020-10-06T10:51:56.932,33.760,0.066,-0.025,1.018
1601970716952,2020-10-06T10:51:56.952,33.780,0.059,-0.026,1.014
1601970716972,2020-10-06T10:51:56.972,33.800,0.057,-0.025,1.015
1601970716992,2020-10-06T10:51:56.992,33.820,0.061,-0.023,1.017
1601970717012,2020-10-06T10:51:57.012,33.840,0.069,-0.023,1.018
1601970717032,2020-10-06T10:51:57.032,33.860,0.069,-0.026,1.018
1601970717052,2020-10-06T10:51:57.052,33.880,0.067,-0.025,1.016
1601970717072,2020-10-06T10:51:57.072,33.900,0.060,-0.024,1.017
1601970717092,2020-10-06T10:51:57.092,33.920,0.059,-0.023,1.014
1601970717112,2020-10-06T10:51:57.112,33.940,0.065,-0.023,1.016
1601970717132,2020-10-06T10:51:57.132,33.960,0.068,-0.025,1.016
1601970717152,2020-10-06T10:51:57.152,33.980,0.063,-0.024,1.016
1601970717172,2020-10-06T10:51:57.172,34.000,0.061,-0.024,1.014
1601970717192,2020-10-06T10:51:57.192,34.020,0.065,-0.024,1.017
1601970717212,2020-10-06T10:51:57.212,34.040,0.070,-0.026,1.017
1601970717232,2020-10-06T10:51:57.232,34.060,0.065,-0.025,1.018
1601970717252,2020-10-06T10:51:57.252,34.080,0.058,-0.023,1.015
1601970717272,2020-10-06T10:51:57.272,34.100,0.061,-0.024,1.018
1601970717292,2020-10-06T10:51:57.292,34.120,0.064,-0.026,1.018
1601970717312,2020-10-06T10:51:57.312,34.140,0.066,-0.026,1.018
1601970717332,2020-10-06T10:51:57.332,34.160,0.065,-0.026,1.018
1601970717352,2020-10-06T10:51:57.352,34.180,0.067,-0.025,1.017
1601970717372,2020-10-06T10:51:57.372,34.200,0.064,-0.025,1.016
1601970717392,2020-10-06T10:51:57.392,34.220,0.059,-0.025,1.015
1601970717412,2020-10-06T10:51:57.412,34.240,0.063,-0.025,1.016
1601970717432,2020-10-06T10:51:57.432,34.260,0.069,-0.025,1.020
1601970717452,2020-10-06T10:51:57.452,34.280,0.067,-0.025,1.019
1601970717472,2020-10-06T10:51:57.472,34.300,0.059,-0.028,1.013
1601970717492,2020-10-06T10:51:57.492,34.320,0.059,-0.025,1.015
1601970717512,2020-10-06T10:51:57.512,34.340,0.066,-0.025,1.018
1601970717532,2020-10-06T10:51:57.532,34.360,0.067,-0.025,1.016
1601970717552,2020-10-06T10:51:57.552,34.380,0.062,-0.025,1.018
1601970717572,2020-10-06T10:51:57.572,34.400,0.064,-0.026,1.014
1601970717592,2020-10-06T10:51:57.592,34.420,0.069,-0.028,1.015
1601970717612,2020-10-06T10:51:57.612,34.440,0.069,-0.026,1.018
1601970717632,2020-10-06T10:51:57.632,34.460,0.063,-0.025,1.016
1601970717652,2020-10-06T10:51:57.652,34.480,0.060,-0.027,1.014
1601970717672,2020-10-06T10:51:57.672,34.500,0.064,-0.029,1.015
1601970717692,2020-10-06T10:51:57.692,34.520,0.069,-0.027,1.017
1601970717712,2020-10-06T10:51:57.712,34.540,0.067,-0.027,1.017
1601970717732,2020-10-06T10:51:57.732,34.560,0.064,-0.027,1.016
1601970717752,2020-10-06T10:51:57.752,34.580,0.063,-0.025,1.015
1601970717772,2020-10-06T10:51:57.772,34.600,0.060,-0.024,1.013
1601970717792,2020-10-06T10:51:57.792,34.620,0.069,-0.024,1.018
1601970717812,2020-10-06T10:51:57.812,34.640,0.079,-0.027,1.024
1601970717832,2020-10-06T10:51:57.832,34.660,0.070,-0.025,1.023
1601970717852,2020-10-06T10:51:57.852,34.680,0.055,-0.021,1.012
1601970717872,2020-10-06T10:51:57.872,34.700,0.054,-0.026,1.012
1601970717892,2020-10-06T10:51:57.892,34.720,0.055,-0.029,1.014
1601970717912,2020-10-06T10:51:57.912,34.740,0.056,-0.027,1.018
1601970717932,2020-10-06T10:51:57.932,34.760,0.053,-0.023,1.020
1601970717952,2020-10-06T10:51:57.952,34.780,0.050,-0.022,1.019
1601970717972,2020-10-06T10:51:57.972,34.800,0.056,-0.022,1.013
1601970717992,2020-10-06T10:51:57.992,34.820,0.060,-0.027,1.013
1601970718012,2020-10-06T10:51:58.012,34.840,0.058,-0.027,1.018
1601970718032,2020-10-06T10:51:58.032,34.860,0.069,-0.026,1.015
1601970718052,2020-10-06T10:51:58.052,34.880,0.070,-0.031,1.016
1601970718072,2020-10-06T10:51:58.072,34.900,0.062,-0.023,1.016
1601970718092,2020-10-06T10:51:58.092,34.920,0.054,-0.024,1.015
1601970718112,2020-10-06T10:51:58.112,34.940,0.063,-0.028,1.013
1601970718132,2020-10-06T10:51:58.132,34.960,0.074,-0.030,1.018
1601970718152,2020-10-06T10:51:58.152,34.980,0.070,-0.030,1.020
1601970718172,2020-10-06T10:51:58.172,35.000,0.065,-0.028,1.013
1601970718192,2020-10-06T10:51:58.192,35.020,0.070,-0.028,1.013
1601970718212,2020-10-06T10:51:58.212,35.040,0.075,-0.032,1.016
1601970718232,2020-10-06T10:51:58.232,35.060,0.072,-0.033,1.014
1601970718252,2020-10-06T10:51:58.252,35.080,0.076,-0.032,1.011
1601970718272,2020-10-06T10:51:58.272,35.100,0.071,-0.033,1.021
1601970718292,2020-10-06T10:51:58.292,35.120,0.056,-0.032,1.019
1601970718312,2020-10-06T10:51:58.312,35.140,0.061,-0.029,1.012
1601970718332,2020-10-06T10:51:58.332,35.160,0.075,-0.032,1.017
1601970718352,2020-10-06T10:51:58.352,35.180,0.073,-0.034,1.017
1601970718372,2020-10-06T10:51:58.372,35.200,0.069,-0.030,1.014
1601970718392,2020-10-06T10:51:58.392,35.220,0.069,-0.032,1.015
1601970718412,2020-10-06T10:51:58.412,35.240,0.074,-0.033,1.018
1601970718432,2020-10-06T10:51:58.432,35.260,0.072,-0.030,1.015
1601970718452,2020-10-06T10:51:58.452,35.280,0.071,-0.032,1.013
1601970718472,2020-10-06T10:51:58.472,35.300,0.074,-0.034,1.012
1601970718492,2020-10-06T10:51:58.492,35.320,0.079,-0.034,1.017
1601970718512,2020-10-06T10:51:58.512,35.340,0.075,-0.032,1.018
1601970718532,2020-10-06T10:51:58.532,35.360,0.069,-0.031,1.015
1601970718552,2020-10-06T10:51:58.552,35.380,0.065,-0.034,1.016
1601970718572,2020-10-06T10:51:58.572,35.400,0.071,-0.034,1.014
1601970718592,2020-10-06T10:51:58.592,35.420,0.080,-0.036,1.018
1601970718612,2020-10-06T10:51:58.612,35.440,0.075,-0.037,1.015
1601970718632,2020-10-06T10:51:58.632,35.460,0.072,-0.035,1.012
1601970718652,2020-10-06T10:51:58.652,35.480,0.070,-0.034,1.018
1601970718672,2020-10-06T10:51:58.672,35.500,0.071,-0.033,1.015
1601970718692,2020-10-06T10:51:58.692,35.520,0.075,-0.033,1.015
1601970718712,2020-10-06T10:51:58.712,35.540,0.078,-0.035,1.015
1601970718732,2020-10-06T10:51:58.732,35.560,0.078,-0.034,1.017
1601970718752,2020-10-06T10:51:58.752,35.580,0.071,-0.034,1.017
1601970718772,2020-10-06T10:51:58.772,35.600,0.072,-0.033,1.015
1601970718792,2020-10-06T10:51:58.792,35.620,0.076,-0.034,1.015
1601970718812,2020-10-06T10:51:58.812,35.640,0.071,-0.033,1.016
1601970718832,2020-10-06T10:51:58.832,35.660,0.070,-0.032,1.017
1601970718852,2020-10-06T10:51:58.852,35.680,0.076,-0.034,1.014
1601970718872,2020-10-06T10:51:58.872,35.700,0.076,-0.037,1.014
1601970718892,2020-10-06T10:51:58.892,35.720,0.074,-0.034,1.015
1601970718912,2020-10-06T10:51:58.912,35.740,0.072,-0.033,1.017
1601970718932,2020-10-06T10:51:58.932,35.760,0.071,-0.033,1.015
1601970718952,2020-10-06T10:51:58.952,35.780,0.071,-0.032,1.015
1601970718972,2020-10-06T10:51:58.972,35.800,0.073,-0.033,1.016
1601970718992,2020-10-06T10:51:58.992,35.820,0.073,-0.035,1.016
1601970719012,2020-10-06T10:51:59.012,35.840,0.074,-0.035,1.018
1601970719032,2020-10-06T10:51:59.032,35.860,0.076,-0.034,1.018
1601970719052,2020-10-06T10:51:59.052,35.880,0.075,-0.033,1.019
1601970719072,2020-10-06T10:51:59.072,35.900,0.077,-0.034,1.016
1601970719092,2020-10-06T10:51:59.092,35.920,0.072,-0.035,1.016
1601970719112,2020-10-06T10:51:59.112,35.940,0.071,-0.034,1.015
1601970719132,2020-10-06T10:51:59.132,35.960,0.078,-0.035,1.016
1601970719152,2020-10-06T10:51:59.152,35.980,0.079,-0.034,1.016
1601970719172,2020-10-06T10:51:59.172,36.000,0.072,-0.034,1.013
1601970719192,2020-10-06T10:51:59.192,36.020,0.070,-0.034,1.014
1601970719212,2020-10-06T10:51:59.212,36.040,0.073,-0.035,1.015
1601970719232,2020-10-06T10:51:59.232,36.060,0.078,-0.035,1.017
1601970719252,2020-10-06T10:51:59.252,36.080,0.082,-0.034,1.016
1601970719272,2020-10-06T10:51:59.272,36.100,0.079,-0.034,1.016
1601970719292,2020-10-06T10:51:59.292,36.120,0.072,-0.032,1.016
1601970719312,2020-10-06T10:51:59.312,36.140,0.074,-0.034,1.011
1601970719332,2020-10-06T10:51:59.332,36.160,0.080,-0.034,1.017
1601970719352,2020-10-06T10:51:59.352,36.180,0.079,-0.033,1.021
1601970719372,2020-10-06T10:51:59.372,36.200,0.070,-0.034,1.015
1601970719392,2020-10-06T10:51:59.392,36.220,0.068,-0.033,1.007
1601970719412,2020-10-06T10:51:59.412,36.240,0.082,-0.037,1.013
1601970719432,2020-10-06T10:51:59.432,36.260,0.086,-0.037,1.020
1601970719452,2020-10-06T10:51:59.452,36.280,0.077,-0.033,1.018
1601970719472,2020-10-06T10:51:59.472,36.300,0.070,-0.033,1.014
1601970719492,2020-10-06T10:51:59.492,36.320,0.073,-0.034,1.014
1601970719512,2020-10-06T10:51:59.512,36.340,0.077,-0.035,1.016
1601970719532,2020-10-06T10:51:59.532,36.360,0.077,-0.035,1.015
1601970719552,2020-10-06T10:51:59.552,36.380,0.076,-0.037,1.014
1601970719572,2020-10-06T10:51:59.572,36.400,0.076,-0.035,1.017
1601970719592,2020-10-06T10:51:59.592,36.420,0.070,-0.031,1.021
1601970719612,2020-10-06T10:51:59.612,36.440,0.069,-0.032,1.017
1601970719632,2020-10-06T10:51:59.632,36.460,0.080,-0.034,1.014
1601970719652,2020-10-06T10:51:59.652,36.480,0.083,-0.039,1.015
1601970719672,2020-10-06T10:51:59.672,36.500,0.073,-0.037,1.014
1601970719692,2020-10-06T10:51:59.692,36.520,0.064,-0.031,1.015
1601970719712,2020-10-06T10:51:59.712,36.540,0.074,-0.034,1.017
1601970719732,2020-10-06T10:51:59.732,36.560,0.084,-0.038,1.015
1601970719752,2020-10-06T10:51:59.752,36.580,0.080,-0.036,1.017
1601970719772,2020-10-06T10:51:59.772,36.600,0.072,-0.032,1.015
1601970719792,2020-10-06T10:51:59.792,36.620,0.073,-0.032,1.017
1601970719812,2020-10-06T10:51:59.812,36.640,0.077,-0.034,1.015
1601970719832,2020-10-06T10:51:59.832,36.660,0.077,-0.036,1.014
1601970719852,2020-10-06T10:51:59.852,36.680,0.075,-0.036,1.011
1601970719872,2020-10-06T10:51:59.872,36.700,0.077,-0.034,1.019
1601970719892,2020-10-06T10:51:59.892,36.720,0.075,-0.034,1.015
1601970719912,2020-10-06T10:51:59.912,36.740,0.072,-0.036,1.013
1601970719932,2020-10-06T10:51:59.932,36.760,0.076,-0.036,1.014
1601970719952,2020-10-06T10:51:59.952,36.780,0.077,-0.036,1.019
1601970719972,2020-10-06T10:51:59.972,36.800,0.075,-0.035,1.014
1601970719992,2020-10-06T10:51:59.992,36.820,0.073,-0.034,1.012
1601970720012,2020-10-06T10:52:00.012,36.840,0.078,-0.037,1.015
1601970720032,2020-10-06T10:52:00.032,36.860,0.081,-0.039,1.014
1601970720052,2020-10-06T10:52:00.052,36.880,0.074,-0.034,1.015
1601970720072,2020-10-06T10:52:00.072,36.900,0.069,-0.032,1.015
1601970720092,2020-10-06T10:52:00.092,36.920,0.075,-0.036,1.013
1601970720112,2020-10-06T10:52:00.112,36.940,0.082,-0.036,1.019
1601970720132,2020-10-06T10:52:00.132,36.960,0.078,-0.035,1.018
1601970720152,2020-10-06T10:52:00.152,36.980,0.069,-0.035,1.016
1601970720172,2020-10-06T10:52:00.172,37.000,0.067,-0.035,1.013
1601970720192,2020-10-06T10:52:00.192,37.020,0.079,-0.037,1.015
1601970720212,2020-10-06T10:52:00.212,37.040,0.084,-0.037,1.017
1601970720232,2020-10-06T10:52:00.232,37.060,0.081,-0.036,1.016
1601970720252,2020-10-06T10:52:00.252,37.080,0.073,-0.034,1.013
1601970720272,2020-10-06T10:52:00.272,37.100,0.070,-0.034,1.013
1601970720292,2020-10-06T10:52:00.292,37.120,0.072,-0.034,1.015
1601970720312,2020-10-06T10:52:00.312,37.140,0.075,-0.034,1.016
1601970720332,2020-10-06T10:52:00.332,37.160,0.080,-0.037,1.016
1601970720352,2020-10-06T10:52:00.352,37.180,0.080,-0.035,1.015
1601970720372,2020-10-06T10:52:00.372,37.200,0.074,-0.034,1.016
1601970720392,2020-10-06T10:52:00.392,37.220,0.075,-0.035,1.013
1601970720412,2020-10-06T10:52:00.412,37.240,0.078,-0.035,1.017
1601970720432,2020-10-06T10:52:00.432,37.260,0.081,-0.038,1.015
1601970720452,2020-10-06T10:52:00.452,37.280,0.078,-0.035,1.016
1601970720472,2020-10-06T10:52:00.472,37.300,0.070,-0.034,1.012
1601970720492,2020-10-06T10:52:00.492,37.320,0.075,-0.037,1.013
1601970720512,2020-10-06T10:52:00.512,37.340,0.087,-0.038,1.018
1601970720532,2020-10-06T10:52:00.532,37.360,0.084,-0.037,1.020
1601970720552,2020-10-06T10:52:00.552,37.380,0.071,-0.033,1.014
1601970720572,2020-10-06T10:52:00.572,37.400,0.069,-0.034,1.012
1601970720592,2020-10-06T10:52:00.592,37.420,0.077,-0.036,1.015
1601970720612,2020-10-06T10:52:00.612,37.440,0.079,-0.038,1.018
1601970720632,2020-10-06T10:52:00.632,37.460,0.076,-0.036,1.013
1601970720652,2020-10-06T10:52:00.652,37.480,0.076,-0.036,1.015
1601970720672,2020-10-06T10:52:00.672,37.500,0.080,-0.036,1.016
1601970720692,2020-10-06T10:52:00.692,37.520,0.076,-0.035,1.015
1601970720712,2020-10-06T10:52:00.712,37.540,0.074,-0.037,1.013
1601970720732,2020-10-06T10:52:00.732,37.560,0.078,-0.036,1.015
1601970720752,2020-10-06T10:52:00.752,37.580,0.079,-0.036,1.019
1601970720772,2020-10-06T10:52:00.772,37.600,0.078,-0.036,1.016
1601970720792,2020-10-06T10:52:00.792,37.620,0.073,-0.034,1.014
1601970720812,2020-10-06T10:52:00.812,37.640,0.077,-0.035,1.014
1601970720832,2020-10-06T10:52:00.832,37.660,0.081,-0.037,1.016
1601970720852,2020-10-06T10:52:00.852,37.680,0.078,-0.036,1.012
1601970720872,2020-10-06T10:52:00.872,37.700,0.075,-0.035,1.014
1601970720892,2020-10-06T10:52:00.892,37.720,0.076,-0.036,1.016
1601970720912,2020-10-06T10:52:00.912,37.740,0.078,-0.037,1.014
1601970720932,2020-10-06T10:52:00.932,37.760,0.081,-0.036,1.016
1601970720952,2020-10-06T10:52:00.952,37.780,0.080,-0.036,1.020
1601970720972,2020-10-06T10:52:00.972,37.800,0.072,-0.033,1.014
1601970720992,2020-10-06T10:52:00.992,37.820,0.071,-0.036,1.009
1601970721012,2020-10-06T10:52:01.012,37.840,0.084,-0.036,1.015
1601970721032,2020-10-06T10:52:01.032,37.860,0.089,-0.038,1.020
1601970721052,2020-10-06T10:52:01.052,37.880,0.082,-0.036,1.015
1601970721072,2020-10-06T10:52:01.072,37.900,0.071,-0.034,1.011
1601970721092,2020-10-06T10:52:01.092,37.920,0.071,-0.034,1.015
1601970721112,2020-10-06T10:52:01.112,37.940,0.079,-0.035,1.017
1601970721132,2020-10-06T10:52:01.132,37.960,0.079,-0.037,1.017
1601970721152,2020-10-06T10:52:01.152,37.980,0.077,-0.038,1.016
1601970721172,2020-10-06T10:52:01.172,38.000,0.078,-0.037,1.014
1601970721192,2020-10-06T10:52:01.192,38.020,0.079,-0.038,1.013
1601970721212,2020-10-06T10:52:01.212,38.040,0.077,-0.038,1.015
1601970721232,2020-10-06T10:52:01.232,38.060,0.081,-0.036,1.013
1601970721252,2020-10-06T10:52:01.252,38.080,0.082,-0.036,1.013
1601970721272,2020-10-06T10:52:01.272,38.100,0.077,-0.036,1.015
1601970721292,2020-10-06T10:52:01.292,38.120,0.074,-0.035,1.013
1601970721312,2020-10-06T10:52:01.312,38.140,0.082,-0.038,1.013
1601970721332,2020-10-06T10:52:01.332,38.160,0.083,-0.040,1.016
1601970721352,2020-10-06T10:52:01.352,38.180,0.079,-0.037,1.015
1601970721372,2020-10-06T10:52:01.372,38.200,0.075,-0.036,1.015
1601970721392,2020-10-06T10:52:01.392,38.220,0.078,-0.035,1.016
1601970721412,2020-10-06T10:52:01.412,38.240,0.080,-0.038,1.015
1601970721432,2020-10-06T10:52:01.432,38.260,0.078,-0.038,1.014
1601970721452,2020-10-06T10:52:01.452,38.280,0.077,-0.036,1.015
1601970721472,2020-10-06T10:52:01.472,38.300,0.080,-0.035,1.017
1601970721492,2020-10-06T10:52:01.492,38.320,0.081,-0.036,1.018
1601970721512,2020-10-06T10:52:01.512,38.340,0.078,-0.037,1.016
1601970721532,2020-10-06T10:52:01.532,38.360,0.076,-0.036,1.012
1601970721552,2020-10-06T10:52:01.552,38.380,0.078,-0.037,1.013
1601970721572,2020-10-06T10:52:01.572,38.400,0.083,-0.038,1.015
1601970721592,2020-10-06T10:52:01.592,38.420,0.079,-0.037,1.015
1601970721612,2020-10-06T10:52:01.612,38.440,0.077,-0.036,1.016
1601970721632,2020-10-06T10:52:01.632,38.460,0.079,-0.037,1.018
1601970721652,2020-10-06T10:52:01.652,38.480,0.078,-0.038,1.014
1601970721672,2020-10-06T10:52:01.672,38.500,0.077,-0.037,1.016
1601970721692,2020-10-06T10:52:01.692,38.520,0.078,-0.036,1.014
1601970721712,2020-10-06T10:52:01.712,38.540,0.080,-0.036,1.017
1601970721732,2020-10-06T10:52:01.732,38.560,0.077,-0.035,1.018
1601970721752,2020-10-06T10:52:01.752,38.580,0.076,-0.038,1.013
1601970721772,2020-10-06T10:52:01.772,38.600,0.077,-0.038,1.013
1601970721792,2020-10-06T10:52:01.792,38.620,0.085,-0.036,1.021
1601970721812,2020-10-06T10:52:01.812,38.640,0.083,-0.036,1.020
1601970721832,2020-10-06T10:52:01.832,38.660,0.072,-0.034,1.011
1601970721852,2020-10-06T10:52:01.852,38.680,0.072,-0.036,1.010
