epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970737352,2020-10-06T10:52:17.352,54.180,0.079,-0.035,1.014
1601970737372,2020-10-06T10:52:17.372,54.200,0.071,-0.034,1.012
1601970737392,2020-10-06T10:52:17.392,54.220,0.070,-0.033,1.012
1601970737412,2020-10-06T10:52:17.412,54.240,0.077,-0.032,1.017
1601970737432,2020-10-06T10:52:17.432,54.260,0.083,-0.032,1.017
1601970737452,2020-10-06T10:52:17.452,54.280,0.080,-0.033,1.016
1601970737472,2020-10-06T10:52:17.472,54.300,0.075,-0.035,1.014
1601970737492,2020-10-06T10:52:17.492,54.320,0.075,-0.035,1.013
1601970737512,2020-10-06T10:52:17.512,54.340,0.078,-0.034,1.013
1601970737532,2020-10-06T10:52:17.532,54.360,0.079,-0.033,1.016
1601970737552,2020-10-06T10:52:17.552,54.380,0.078,-0.033,1.016
1601970737572,2020-10-06T10:52:17.572,54.400,0.075,-0.034,1.013
1601970737592,2020-10-06T10:52:17.592,54.420,0.078,-0.035,1.016
1601970737612,2020-10-06T10:52:17.612,54.440,0.083,-0.035,1.018
1601970737632,2020-10-06T10:52:17.632,54.460,0.079,-0.033,1.015
1601970737652,2020-10-06T10:52:17.652,54.480,0.074,-0.033,1.015
1601970737672,2020-10-06T10:52:17.672,54.500,0.073,-0.035,1.015
1601970737692,2020-10-06T10:52:17.692,54.520,0.079,-0.031,1.018
1601970737712,2020-10-06T10:52:17.712,54.540,0.080,-0.033,1.016
1601970737732,2020-10-06T10:52:17.732,54.560,0.075,-0.034,1.015
1601970737752,2020-10-06T10:52:17.752,54.580,0.080,-0.034,1.016
1601970737772,2020-10-06T10:52:17.772,54.600,0.079,-0.034,1.016
1601970737792,2020-10-06T10:52:17.792,54.620,0.078,-0.034,1.014
1601970737812,2020-10-06T10:52:17.812,54.640,0.077,-0.032,1.015
1601970737832,2020-10-06T10:52:17.832,54.660,0.079,-0.034,1.016
1601970737852,2020-10-06T10:52:17.852,54.680,0.076,-0.033,1.015
1601970737872,2020-10-06T10:52:17.872,54.700,0.075,-0.033,1.013
1601970737892,2020-10-06T10:52:17.892,54.720,0.079,-0.033,1.017
1601970737912,2020-10-06T10:52:17.912,54.740,0.080,-0.033,1.016
1601970737932,2020-10-06T10:52:17.932,54.760,0.079,-0.034,1.013
1601970737952,2020-10-06T10:52:17.952,54.780,0.077,-0.032,1.011
1601970737972,2020-10-06T10:52:17.972,54.800,0.079,-0.033,1.014
1601970737992,2020-10-06T10:52:17.992,54.820,0.080,-0.034,1.018
1601970738012,2020-10-06T10:52:18.012,54.840,0.081,-0.032,1.017
1601970738032,2020-10-06T10:52:18.032,54.860,0.076,-0.033,1.014
1601970738052,2020-10-06T10:52:18.052,54.880,0.075,-0.034,1.009
1601970738072,2020-10-06T10:52:18.072,54.900,0.079,-0.031,1.017
1601970738092,2020-10-06T10:52:18.092,54.920,0.083,-0.032,1.022
1601970738112,2020-10-06T10:52:18.112,54.940,0.073,-0.034,1.014
1601970738132,2020-10-06T10:52:18.132,54.960,0.070,-0.033,1.011
1601970738152,2020-10-06T10:52:18.152,54.980,0.077,-0.034,1.014
1601970738172,2020-10-06T10:52:18.172,55.000,0.083,-0.034,1.018
1601970738192,2020-10-06T10:52:18.192,55.020,0.082,-0.033,1.018
1601970738212,2020-10-06T10:52:18.212,55.040,0.074,-0.032,1.013
1601970738232,2020-10-06T10:52:18.232,55.060,0.073,-0.033,1.011
1601970738252,2020-10-06T10:52:18.252,55.080,0.075,-0.033,1.015
1601970738272,2020-10-06T10:52:18.272,55.100,0.081,-0.034,1.018
1601970738292,2020-10-06T10:52:18.292,55.120,0.083,-0.034,1.019
1601970738312,2020-10-06T10:52:18.312,55.140,0.079,-0.033,1.015
1601970738332,2020-10-06T10:52:18.332,55.160,0.073,-0.033,1.012
1601970738352,2020-10-06T10:52:18.352,55.180,0.076,-0.032,1.015
1601970738372,2020-10-06T10:52:18.372,55.200,0.083,-0.034,1.015
1601970738392,2020-10-06T10:52:18.392,55.220,0.079,-0.034,1.015
1601970738412,2020-10-06T10:52:18.412,55.240,0.072,-0.032,1.015
1601970738432,2020-10-06T10:52:18.432,55.260,0.076,-0.033,1.014
1601970738452,2020-10-06T10:52:18.452,55.280,0.079,-0.034,1.016
1601970738472,2020-10-06T10:52:18.472,55.300,0.080,-0.034,1.018
1601970738492,2020-10-06T10:52:18.492,55.320,0.078,-0.033,1.018
1601970738512,2020-10-06T10:52:18.512,55.340,0.077,-0.032,1.016
1601970738532,2020-10-06T10:52:18.532,55.360,0.077,-0.032,1.015
1601970738552,2020-10-06T10:52:18.552,55.380,0.076,-0.033,1.014
1601970738572,2020-10-06T10:52:18.572,55.400,0.077,-0.034,1.016
1601970738592,2020-10-06T10:52:18.592,55.420,0.078,-0.033,1.017
1601970738612,2020-10-06T10:52:18.612,55.440,0.079,-0.032,1.015
1601970738632,2020-10-06T10:52:18.632,55.460,0.080,-0.030,1.015
1601970738652,2020-10-06T10:52:18.652,55.480,0.078,-0.033,1.015
1601970738672,2020-10-06T10:52:18.672,55.500,0.075,-0.033,1.015
1601970738692,2020-10-06T10:52:18.692,55.520,0.078,-0.033,1.017
1601970738712,2020-10-06T10:52:18.712,55.540,0.081,-0.033,1.017
1601970738732,2020-10-06T10:52:18.732,55.560,0.077,-0.031,1.017
1601970738752,2020-10-06T10:52:18.752,55.580,0.074,-0.033,1.014
1601970738772,2020-10-06T10:52:18.772,55.600,0.077,-0.034,1.015
1601970738792,2020-10-06T10:52:18.792,55.620,0.079,-0.033,1.015
1601970738812,2020-10-06T10:52:18.812,55.640,0.080,-0.032,1.015
1601970738832,2020-10-06T10:52:18.832,55.660,0.078,-0.032,1.014
1601970738852,2020-10-06T10:52:18.852,55.680,0.077,-0.032,1.013
1601970738872,2020-10-06T10:52:18.872,55.700,0.080,-0.033,1.017
1601970738892,2020-10-06T10:52:18.892,55.720,0.081,-0.033,1.021
1601970738912,2020-10-06T10:52:18.912,55.740,0.074,-0.032,1.018
1601970738932,2020-10-06T10:52:18.932,55.760,0.073,-0.035,1.012
1601970738952,2020-10-06T10:52:18.952,55.780,0.080,-0.035,1.013
1601970738972,2020-10-06T10:52:18.972,55.800,0.084,-0.033,1.017
1601970738992,2020-10-06T10:52:18.992,55.820,0.082,-0.035,1.018
1601970739012,2020-10-06T10:52:19.012,55.840,0.075,-0.034,1.013
1601970739032,2020-10-06T10:52:19.032,55.860,0.071,-0.033,1.013
1601970739052,2020-10-06T10:52:19.052,55.880,0.074,-0.034,1.014
1601970739072,2020-10-06T10:52:19.072,55.900,0.080,-0.033,1.016
1601970739092,2020-10-06T10:52:19.092,55.920,0.086,-0.034,1.017
1601970739112,2020-10-06T10:52:19.112,55.940,0.083,-0.034,1.017
1601970739132,2020-10-06T10:52:19.132,55.960,0.073,-0.032,1.015
1601970739152,2020-10-06T10:52:19.152,55.980,0.074,-0.032,1.013
1601970739172,2020-10-06T10:52:19.172,56.000,0.078,-0.034,1.018
1601970739192,2020-10-06T10:52:19.192,56.020,0.081,-0.033,1.018
1601970739212,2020-10-06T10:52:19.212,56.040,0.078,-0.035,1.014
1601970739232,2020-10-06T10:52:19.232,56.060,0.078,-0.034,1.014
1601970739252,2020-10-06T10:52:19.252,56.080,0.083,-0.034,1.015
1601970739272,2020-10-06T10:52:19.272,56.100,0.084,-0.033,1.014
1601970739292,2020-10-06T10:52:19.292,56.120,0.078,-0.032,1.016
1601970739312,2020-10-06T10:52:19.312,56.140,0.077,-0.035,1.016
1601970739332,2020-10-06T10:52:19.332,56.160,0.078,-0.034,1.018
1601970739352,2020-10-06T10:52:19.352,56.180,0.076,-0.033,1.014
1601970739372,2020-10-06T10:52:19.372,56.200,0.077,-0.034,1.013
1601970739392,2020-10-06T10:52:19.392,56.220,0.079,-0.035,1.016
1601970739412,2020-10-06T10:52:19.412,56.240,0.082,-0.035,1.016
1601970739432,2020-10-06T10:52:19.432,56.260,0.081,-0.034,1.015
1601970739452,2020-10-06T10:52:19.452,56.280,0.077,-0.033,1.011
1601970739472,2020-10-06T10:52:19.472,56.300,0.077,-0.034,1.013
1601970739492,2020-10-06T10:52:19.492,56.320,0.077,-0.034,1.016
1601970739512,2020-10-06T10:52:19.512,56.340,0.077,-0.033,1.016
1601970739532,2020-10-06T10:52:19.532,56.360,0.080,-0.033,1.015
1601970739552,2020-10-06T10:52:19.552,56.380,0.081,-0.033,1.015
1601970739572,2020-10-06T10:52:19.572,56.400,0.077,-0.033,1.013
1601970739592,2020-10-06T10:52:19.592,56.420,0.074,-0.034,1.013
1601970739612,2020-10-06T10:52:19.612,56.440,0.078,-0.033,1.017
1601970739632,2020-10-06T10:52:19.632,56.460,0.082,-0.033,1.014
1601970739652,2020-10-06T10:52:19.652,56.480,0.079,-0.034,1.014
1601970739672,2020-10-06T10:52:19.672,56.500,0.075,-0.034,1.012
1601970739692,2020-10-06T10:52:19.692,56.520,0.077,-0.032,1.015
1601970739712,2020-10-06T10:52:19.712,56.540,0.083,-0.032,1.020
1601970739732,2020-10-06T10:52:19.732,56.560,0.079,-0.033,1.017
1601970739752,2020-10-06T10:52:19.752,56.580,0.074,-0.036,1.011
1601970739772,2020-10-06T10:52:19.772,56.600,0.078,-0.033,1.014
1601970739792,2020-10-06T10:52:19.792,56.620,0.081,-0.034,1.017
1601970739812,2020-10-06T10:52:19.812,56.640,0.081,-0.033,1.015
1601970739832,2020-10-06T10:52:19.832,56.660,0.080,-0.033,1.014
1601970739852,2020-10-06T10:52:19.852,56.680,0.074,-0.034,1.013
1601970739872,2020-10-06T10:52:19.872,56.700,0.075,-0.034,1.015
1601970739892,2020-10-06T10:52:19.892,56.720,0.082,-0.034,1.018
1601970739912,2020-10-06T10:52:19.912,56.740,0.082,-0.035,1.017
1601970739932,2020-10-06T10:52:19.932,56.760,0.081,-0.035,1.017
1601970739952,2020-10-06T10:52:19.952,56.780,0.078,-0.034,1.014
1601970739972,2020-10-06T10:52:19.972,56.800,0.074,-0.033,1.016
1601970739992,2020-10-06T10:52:19.992,56.820,0.079,-0.033,1.014
1601970740012,2020-10-06T10:52:20.012,56.840,0.079,-0.035,1.015
1601970740032,2020-10-06T10:52:20.032,56.860,0.080,-0.034,1.014
1601970740052,2020-10-06T10:52:20.052,56.880,0.077,-0.033,1.014
1601970740072,2020-10-06T10:52:20.072,56.900,0.078,-0.034,1.015
1601970740092,2020-10-06T10:52:20.092,56.920,0.082,-0.035,1.015
1601970740112,2020-10-06T10:52:20.112,56.940,0.079,-0.034,1.016
1601970740132,2020-10-06T10:52:20.132,56.960,0.077,-0.034,1.015
1601970740152,2020-10-06T10:52:20.152,56.980,0.079,-0.032,1.015
1601970740172,2020-10-06T10:52:20.172,57.000,0.079,-0.033,1.015
1601970740192,2020-10-06T10:52:20.192,57.020,0.077,-0.034,1.015
1601970740212,2020-10-06T10:52:20.212,57.040,0.078,-0.035,1.016
1601970740232,2020-10-06T10:52:20.232,57.060,0.081,-0.035,1.016
1601970740252,2020-10-06T10:52:20.252,57.080,0.080,-0.034,1.014
1601970740272,2020-10-06T10:52:20.272,57.100,0.077,-0.034,1.014
1601970740292,2020-10-06T10:52:20.292,57.120,0.077,-0.035,1.015
1601970740312,2020-10-06T10:52:20.312,57.140,0.080,-0.032,1.015
1601970740332,2020-10-06T10:52:20.332,57.160,0.082,-0.033,1.017
1601970740352,2020-10-06T10:52:20.352,57.180,0.080,-0.034,1.017
1601970740372,2020-10-06T10:52:20.372,57.200,0.079,-0.033,1.017
1601970740392,2020-10-06T10:52:20.392,57.220,0.079,-0.033,1.016
1601970740412,2020-10-06T10:52:20.412,57.240,0.075,-0.032,1.016
1601970740432,2020-10-06T10:52:20.432,57.260,0.078,-0.035,1.017
1601970740452,2020-10-06T10:52:20.452,57.280,0.083,-0.035,1.016
1601970740472,2020-10-06T10:52:20.472,57.300,0.081,-0.034,1.016
1601970740492,2020-10-06T10:52:20.492,57.320,0.075,-0.035,1.013
1601970740512,2020-10-06T10:52:20.512,57.340,0.075,-0.034,1.011
1601970740532,2020-10-06T10:52:20.532,57.360,0.084,-0.034,1.017
1601970740552,2020-10-06T10:52:20.552,57.380,0.083,-0.032,1.021
1601970740572,2020-10-06T10:52:20.572,57.400,0.075,-0.034,1.011
1601970740592,2020-10-06T10:52:20.592,57.420,0.074,-0.034,1.009
1601970740612,2020-10-06T10:52:20.612,57.440,0.083,-0.035,1.015
1601970740632,2020-10-06T10:52:20.632,57.460,0.086,-0.035,1.018
1601970740652,2020-10-06T10:52:20.652,57.480,0.082,-0.034,1.016
1601970740672,2020-10-06T10:52:20.672,57.500,0.077,-0.034,1.012
1601970740692,2020-10-06T10:52:20.692,57.520,0.077,-0.035,1.015
1601970740712,2020-10-06T10:52:20.712,57.540,0.075,-0.034,1.015
1601970740732,2020-10-06T10:52:20.732,57.560,0.078,-0.032,1.015
1601970740752,2020-10-06T10:52:20.752,57.580,0.085,-0.033,1.016
1601970740772,2020-10-06T10:52:20.772,57.600,0.083,-0.034,1.016
1601970740792,2020-10-06T10:52:20.792,57.620,0.076,-0.034,1.011
1601970740812,2020-10-06T10:52:20.812,57.640,0.077,-0.031,1.012
1601970740832,2020-10-06T10:52:20.832,57.660,0.083,-0.032,1.017
1601970740852,2020-10-06T10:52:20.852,57.680,0.085,-0.034,1.017
1601970740872,2020-10-06T10:52:20.872,57.700,0.077,-0.033,1.014
1601970740892,2020-10-06T10:52:20.892,57.720,0.075,-0.032,1.013
1601970740912,2020-10-06T10:52:20.912,57.740,0.082,-0.032,1.014
1601970740932,2020-10-06T10:52:20.932,57.760,0.085,-0.033,1.018
1601970740952,2020-10-06T10:52:20.952,57.780,0.082,-0.034,1.018
1601970740972,2020-10-06T10:52:20.972,57.800,0.075,-0.033,1.012
1601970740992,2020-10-06T10:52:20.992,57.820,0.076,-0.032,1.014
1601970741012,2020-10-06T10:52:21.012,57.840,0.080,-0.032,1.016
1601970741032,2020-10-06T10:52:21.032,57.860,0.081,-0.033,1.018
1601970741052,2020-10-06T10:52:21.052,57.880,0.080,-0.033,1.017
1601970741072,2020-10-06T10:52:21.072,57.900,0.080,-0.034,1.016
1601970741092,2020-10-06T10:52:21.092,57.920,0.082,-0.033,1.015
1601970741112,2020-10-06T10:52:21.112,57.940,0.079,-0.032,1.014
1601970741132,2020-10-06T10:52:21.132,57.960,0.079,-0.033,1.016
1601970741152,2020-10-06T10:52:21.152,57.980,0.082,-0.034,1.015
1601970741172,2020-10-06T10:52:21.172,58.000,0.086,-0.034,1.016
1601970741192,2020-10-06T10:52:21.192,58.020,0.083,-0.034,1.014
1601970741212,2020-10-06T10:52:21.212,58.040,0.077,-0.030,1.013
1601970741232,2020-10-06T10:52:21.232,58.060,0.074,-0.031,1.015
1601970741252,2020-10-06T10:52:21.252,58.080,0.074,-0.032,1.016
1601970741272,2020-10-06T10:52:21.272,58.100,0.081,-0.034,1.014
1601970741292,2020-10-06T10:52:21.292,58.120,0.085,-0.035,1.013
1601970741312,2020-10-06T10:52:21.312,58.140,0.083,-0.034,1.015
1601970741332,2020-10-06T10:52:21.332,58.160,0.076,-0.033,1.014
1601970741352,2020-10-06T10:52:21.352,58.180,0.075,-0.032,1.014
1601970741372,2020-10-06T10:52:21.372,58.200,0.083,-0.030,1.016
1601970741392,2020-10-06T10:52:21.392,58.220,0.087,-0.031,1.021
1601970741412,2020-10-06T10:52:21.412,58.240,0.076,-0.033,1.013
1601970741432,2020-10-06T10:52:21.432,58.260,0.074,-0.032,1.008
1601970741452,2020-10-06T10:52:21.452,58.280,0.084,-0.034,1.016
1601970741472,2020-10-06T10:52:21.472,58.300,0.091,-0.036,1.018
1601970741492,2020-10-06T10:52:21.492,58.320,0.083,-0.033,1.016
1601970741512,2020-10-06T10:52:21.512,58.340,0.076,-0.032,1.010
1601970741532,2020-10-06T10:52:21.532,58.360,0.076,-0.033,1.011
1601970741552,2020-10-06T10:52:21.552,58.380,0.078,-0.030,1.015
1601970741572,2020-10-06T10:52:21.572,58.400,0.081,-0.032,1.016
1601970741592,2020-10-06T10:52:21.592,58.420,0.083,-0.034,1.015
1601970741612,2020-10-06T10:52:21.612,58.440,0.084,-0.033,1.012
1601970741632,2020-10-06T10:52:21.632,58.460,0.082,-0.034,1.013
1601970741652,2020-10-06T10:52:21.652,58.480,0.079,-0.031,1.016
1601970741672,2020-10-06T10:52:21.672,58.500,0.078,-0.031,1.017
1601970741692,2020-10-06T10:52:21.692,58.520,0.081,-0.033,1.016
1601970741712,2020-10-06T10:52:21.712,58.540,0.080,-0.034,1.015
1601970741732,2020-10-06T10:52:21.732,58.560,0.079,-0.034,1.017
1601970741752,2020-10-06T10:52:21.752,58.580,0.081,-0.034,1.014
1601970741772,2020-10-06T10:52:21.772,58.600,0.083,-0.034,1.015
1601970741792,2020-10-06T10:52:21.792,58.620,0.082,-0.031,1.016
1601970741812,2020-10-06T10:52:21.812,58.640,0.078,-0.033,1.013
1601970741832,2020-10-06T10:52:21.832,58.660,0.082,-0.032,1.013
1601970741852,2020-10-06T10:52:21.852,58.680,0.080,-0.033,1.014
1601970741872,2020-10-06T10:52:21.872,58.700,0.076,-0.034,1.017
1601970741892,2020-10-06T10:52:21.892,58.720,0.079,-0.033,1.017
1601970741912,2020-10-06T10:52:21.912,58.740,0.086,-0.035,1.016
1601970741932,2020-10-06T10:52:21.932,58.760,0.082,-0.035,1.014
1601970741952,2020-10-06T10:52:21.952,58.780,0.079,-0.034,1.014
1601970741972,2020-10-06T10:52:21.972,58.800,0.082,-0.033,1.017
1601970741992,2020-10-06T10:52:21.992,58.820,0.082,-0.033,1.015
1601970742012,2020-10-06T10:52:22.012,58.840,0.077,-0.033,1.013
1601970742032,2020-10-06T10:52:22.032,58.860,0.079,-0.033,1.014
1601970742052,2020-10-06T10:52:22.052,58.880,0.083,-0.034,1.017
1601970742072,2020-10-06T10:52:22.072,58.900,0.081,-0.034,1.016
1601970742092,2020-10-06T10:52:22.092,58.920,0.080,-0.033,1.016
1601970742112,2020-10-06T10:52:22.112,58.940,0.079,-0.033,1.018
1601970742132,2020-10-06T10:52:22.132,58.960,0.081,-0.034,1.015
1601970742152,2020-10-06T10:52:22.152,58.980,0.083,-0.033,1.013
1601970742172,2020-10-06T10:52:22.172,59.000,0.082,-0.031,1.015
1601970742192,2020-10-06T10:52:22.192,59.020,0.078,-0.031,1.017
1601970742212,2020-10-06T10:52:22.212,59.040,0.077,-0.033,1.011
1601970742232,2020-10-06T10:52:22.232,59.060,0.081,-0.035,1.011
1601970742252,2020-10-06T10:52:22.252,59.080,0.087,-0.034,1.017
1601970742272,2020-10-06T10:52:22.272,59.100,0.084,-0.033,1.018
1601970742292,2020-10-06T10:52:22.292,59.120,0.078,-0.033,1.013
1601970742312,2020-10-06T10:52:22.312,59.140,0.074,-0.033,1.012
1601970742332,2020-10-06T10:52:22.332,59.160,0.080,-0.034,1.013
1601970742352,2020-10-06T10:52:22.352,59.180,0.083,-0.034,1.017
1601970742372,2020-10-06T10:52:22.372,59.200,0.085,-0.033,1.015
1601970742392,2020-10-06T10:52:22.392,59.220,0.085,-0.034,1.015
1601970742412,2020-10-06T10:52:22.412,59.240,0.079,-0.035,1.015
1601970742432,2020-10-06T10:52:22.432,59.260,0.074,-0.033,1.013
1601970742452,2020-10-06T10:52:22.452,59.280,0.078,-0.032,1.013
1601970742472,2020-10-06T10:52:22.472,59.300,0.084,-0.034,1.018
1601970742492,2020-10-06T10:52:22.492,59.320,0.085,-0.034,1.015
1601970742512,2020-10-06T10:52:22.512,59.340,0.077,-0.035,1.012
1601970742532,2020-10-06T10:52:22.532,59.360,0.078,-0.033,1.011
1601970742552,2020-10-06T10:52:22.552,59.380,0.086,-0.034,1.015
1601970742572,2020-10-06T10:52:22.572,59.400,0.085,-0.035,1.020
1601970742592,2020-10-06T10:52:22.592,59.420,0.077,-0.034,1.016
1601970742612,2020-10-06T10:52:22.612,59.440,0.078,-0.033,1.012
1601970742632,2020-10-06T10:52:22.632,59.460,0.084,-0.032,1.015
1601970742652,2020-10-06T10:52:22.652,59.480,0.082,-0.033,1.016
1601970742672,2020-10-06T10:52:22.672,59.500,0.078,-0.034,1.016
1601970742692,2020-10-06T10:52:22.692,59.520,0.082,-0.032,1.016
1601970742712,2020-10-06T10:52:22.712,59.540,0.085,-0.033,1.016
1601970742732,2020-10-06T10:52:22.732,59.560,0.080,-0.035,1.013
1601970742752,2020-10-06T10:52:22.752,59.580,0.078,-0.033,1.011
1601970742772,2020-10-06T10:52:22.772,59.600,0.082,-0.035,1.014
1601970742792,2020-10-06T10:52:22.792,59.620,0.086,-0.035,1.016
1601970742812,2020-10-06T10:52:22.812,59.640,0.083,-0.032,1.016
1601970742832,2020-10-06T10:52:22.832,59.660,0.080,-0.033,1.016
1601970742852,2020-10-06T10:52:22.852,59.680,0.076,-0.034,1.015
1601970742872,2020-10-06T10:52:22.872,59.700,0.078,-0.033,1.014
1601970742892,2020-10-06T10:52:22.892,59.720,0.080,-0.034,1.014
1601970742912,2020-10-06T10:52:22.912,59.740,0.082,-0.034,1.015
1601970742932,2020-10-06T10:52:22.932,59.760,0.080,-0.032,1.013
1601970742952,2020-10-06T10:52:22.952,59.780,0.078,-0.033,1.014
1601970742972,2020-10-06T10:52:22.972,59.800,0.082,-0.034,1.013
1601970742992,2020-10-06T10:52:22.992,59.820,0.085,-0.031,1.017
1601970743012,2020-10-06T10:52:23.012,59.840,0.081,-0.032,1.020
1601970743032,2020-10-06T10:52:23.032,59.860,0.076,-0.034,1.013
1601970743052,2020-10-06T10:52:23.052,59.880,0.077,-0.033,1.008
1601970743072,2020-10-06T10:52:23.072,59.900,0.086,-0.035,1.014
1601970743092,2020-10-06T10:52:23.092,59.920,0.088,-0.035,1.017
1601970743112,2020-10-06T10:52:23.112,59.940,0.080,-0.034,1.013
1601970743132,2020-10-06T10:52:23.132,59.960,0.078,-0.035,1.010
1601970743152,2020-10-06T10:52:23.152,59.980,0.078,-0.033,1.014
1601970743172,2020-10-06T10:52:23.172,60.000,0.077,-0.031,1.015
1601970743192,2020-10-06T10:52:23.192,60.020,0.083,-0.034,1.017
1601970743212,2020-10-06T10:52:23.212,60.040,0.087,-0.036,1.014
1601970743232,2020-10-06T10:52:23.232,60.060,0.084,-0.035,1.012
1601970743252,2020-10-06T10:52:23.252,60.080,0.076,-0.033,1.013
1601970743272,2020-10-06T10:52:23.272,60.100,0.077,-0.033,1.013
1601970743292,2020-10-06T10:52:23.292,60.120,0.083,-0.034,1.016
1601970743312,2020-10-06T10:52:23.312,60.140,0.083,-0.034,1.015
1601970743332,2020-10-06T10:52:23.332,60.160,0.079,-0.034,1.014
1601970743352,2020-10-06T10:52:23.352,60.180,0.081,-0.034,1.014
1601970743372,2020-10-06T10:52:23.372,60.200,0.085,-0.034,1.016
1601970743392,2020-10-06T10:52:23.392,60.220,0.085,-0.035,1.013
1601970743412,2020-10-06T10:52:23.412,60.240,0.078,-0.033,1.015
1601970743432,2020-10-06T10:52:23.432,60.260,0.078,-0.033,1.015
1601970743452,2020-10-06T10:52:23.452,60.280,0.081,-0.032,1.013
1601970743472,2020-10-06T10:52:23.472,60.300,0.081,-0.033,1.013
1601970743492,2020-10-06T10:52:23.492,60.320,0.079,-0.034,1.014
1601970743512,2020-10-06T10:52:23.512,60.340,0.082,-0.035,1.013
1601970743532,2020-10-06T10:52:23.532,60.360,0.083,-0.034,1.015
1601970743552,2020-10-06T10:52:23.552,60.380,0.081,-0.034,1.015
1601970743572,2020-10-06T10:52:23.572,60.400,0.077,-0.034,1.014
1601970743592,2020-10-06T10:52:23.592,60.420,0.079,-0.033,1.016
1601970743612,2020-10-06T10:52:23.612,60.440,0.082,-0.033,1.016
1601970743632,2020-10-06T10:52:23.632,60.460,0.082,-0.034,1.015
1601970743652,2020-10-06T10:52:23.652,60.480,0.087,-0.034,1.015
1601970743672,2020-10-06T10:52:23.672,60.500,0.091,-0.036,1.020
1601970743692,2020-10-06T10:52:23.692,60.520,0.079,-0.033,1.018
1601970743712,2020-10-06T10:52:23.712,60.540,0.067,-0.033,1.012
1601970743732,2020-10-06T10:52:23.732,60.560,0.071,-0.034,1.008
1601970743752,2020-10-06T10:52:23.752,60.580,0.079,-0.035,1.014
1601970743772,2020-10-06T10:52:23.772,60.600,0.082,-0.031,1.020
1601970743792,2020-10-06T10:52:23.792,60.620,0.077,-0.033,1.017
1601970743812,2020-10-06T10:52:23.812,60.640,0.075,-0.032,1.009
1601970743832,2020-10-06T10:52:23.832,60.660,0.079,-0.033,1.012
1601970743852,2020-10-06T10:52:23.852,60.680,0.085,-0.031,1.019
1601970743872,2020-10-06T10:52:23.872,60.700,0.077,-0.032,1.018
1601970743892,2020-10-06T10:52:23.892,60.720,0.071,-0.033,1.012
1601970743912,2020-10-06T10:52:23.912,60.740,0.078,-0.035,1.012
1601970743932,2020-10-06T10:52:23.932,60.760,0.085,-0.035,1.017
1601970743952,2020-10-06T10:52:23.952,60.780,0.086,-0.033,1.017
1601970743972,2020-10-06T10:52:23.972,60.800,0.078,-0.035,1.017
1601970743992,2020-10-06T10:52:23.992,60.820,0.074,-0.035,1.014
1601970744012,2020-10-06T10:52:24.012,60.840,0.076,-0.033,1.013
1601970744032,2020-10-06T10:52:24.032,60.860,0.075,-0.031,1.014
1601970744052,2020-10-06T10:52:24.052,60.880,0.076,-0.032,1.016
1601970744072,2020-10-06T10:52:24.072,60.900,0.082,-0.034,1.018
